,name,distance,latitude,longitude,api,query
1367,BMO Field,572,43.633472999999995,-79.425679,foursquare,bar
1368,Aroma Espresso Bar,895,43.633472999999995,-79.425679,foursquare,bar
1369,Black Sheep Irish Cocktail Bar,867,43.633472999999995,-79.425679,foursquare,bar
1370,Liberty Grand Entertainment Complex,238,43.633472999999995,-79.425679,foursquare,bar
1371,American Express Lounge,406,43.630254,-79.420317,foursquare,bar
1372,Liberty Commons at Big Rock Brewery,896,43.630254,-79.420317,foursquare,bar
1373,Vampire Bar & Lounge,360,43.630254,-79.420317,foursquare,bar
1374,BMO Field,354,43.630254,-79.420317,foursquare,bar
1375,Budweiser Stage,551,43.630254,-79.420317,foursquare,bar
1376,Aroma Espresso Bar,994,43.630254,-79.420317,foursquare,bar
1377,Black Sheep Irish Cocktail Bar,940,43.630254,-79.420317,foursquare,bar
1378,Brazen Head Irish Pub,957,43.630254,-79.420317,foursquare,bar
1379,TD Echo Beach,549,43.630254,-79.420317,foursquare,bar
1380,Local Liberty Village,917,43.630254,-79.420317,foursquare,bar
1381,Tallboys Craft Beer House,49,43.662403000000005,-79.423098,foursquare,bar
1382,Civil Liberties,171,43.662403000000005,-79.423098,foursquare,bar
1383,Paradise Grapevine,23,43.662403000000005,-79.423098,foursquare,bar
1384,The Caledonian,904,43.662403000000005,-79.423098,foursquare,bar
1385,The Emmet Ray,975,43.662403000000005,-79.423098,foursquare,bar
1386,Bar Isabel,868,43.662403000000005,-79.423098,foursquare,bar
1387,Filosophy Pastry and Espresso Bar,277,43.662403000000005,-79.423098,foursquare,bar
1388,Folly Brewpub,976,43.662403000000005,-79.423098,foursquare,bar
1389,Sam James Coffee Bar,652,43.662403000000005,-79.423098,foursquare,bar
1390,El Convento Rico,855,43.662403000000005,-79.423098,foursquare,bar
1391,The Caledonian,318,43.656945,-79.424911,foursquare,bar
1392,Mahjong Bar,824,43.656945,-79.424911,foursquare,bar
1393,The Emmet Ray,352,43.656945,-79.424911,foursquare,bar
1394,Midfield Wine Bar,904,43.656945,-79.424911,foursquare,bar
1395,Sottovoce Wine & Pasta Bar,910,43.656945,-79.424911,foursquare,bar
1396,Bar Isabel,414,43.656945,-79.424911,foursquare,bar
1397,Get Well,880,43.656945,-79.424911,foursquare,bar
1398,Tallboys Craft Beer House,620,43.656945,-79.424911,foursquare,bar
1399,Civil Liberties,572,43.656945,-79.424911,foursquare,bar
1400,Folly Brewpub,352,43.656945,-79.424911,foursquare,bar
1401,Wychwood Barns Farmers' Market,472,43.6817346,-79.4184725,foursquare,bar
1402,Bar Ape,749,43.6817346,-79.4184725,foursquare,bar
1403,Ferro Bar & Cafe,814,43.6817346,-79.4184725,foursquare,bar
1404,Aroma Expresso Bar,856,43.6817346,-79.4184725,foursquare,bar
1405,Honora Wise Guys Bar & Grill,575,43.6817346,-79.4184725,foursquare,bar
1406,Dutch Dreams Icecream Parlor Toronto,60,43.6817346,-79.4184725,foursquare,bar
1407,Pukka,869,43.6817346,-79.4184725,foursquare,bar
1408,Wychwood Pub,147,43.6817346,-79.4184725,foursquare,bar
1409,Craque de Creme,241,43.6817346,-79.4184725,foursquare,bar
1410,Menchies,161,43.6817346,-79.4184725,foursquare,bar
1411,Wychwood Barns Farmers' Market,549,43.683296,-79.418734,foursquare,bar
1412,Bar Ape,753,43.683296,-79.418734,foursquare,bar
1413,Aroma Expresso Bar,732,43.683296,-79.418734,foursquare,bar
1414,Ferro Bar & Cafe,827,43.683296,-79.418734,foursquare,bar
1415,Honora Wise Guys Bar & Grill,582,43.683296,-79.418734,foursquare,bar
1416,Dutch Dreams Icecream Parlor Toronto,124,43.683296,-79.418734,foursquare,bar
1417,Pukka,879,43.683296,-79.418734,foursquare,bar
1418,Wychwood Pub,34,43.683296,-79.418734,foursquare,bar
1419,Menchies,34,43.683296,-79.418734,foursquare,bar
1420,CocoaLatte,543,43.683296,-79.418734,foursquare,bar
1421,The Fill Station Sports Bar,287,43.673831,-79.28145500000001,foursquare,bar
1422,The Beech Tree,949,43.673831,-79.28145500000001,foursquare,bar
1423,The Feathers Pub,887,43.673831,-79.28145500000001,foursquare,bar
1424,The Green Dragon Pub,821,43.673831,-79.28145500000001,foursquare,bar
1425,Outrigger Tap & Table,520,43.673831,-79.28145500000001,foursquare,bar
1426,ViVetha Bistro - Queen St. E.,57,43.673831,-79.28145500000001,foursquare,bar
1427,Fox Theatre,481,43.673831,-79.28145500000001,foursquare,bar
1428,Ed's Real Scoop,542,43.673831,-79.28145500000001,foursquare,bar
1429,Isabella's Boutique Restaurant,100,43.673831,-79.28145500000001,foursquare,bar
1430,I'm on the Beach,465,43.673831,-79.28145500000001,foursquare,bar
1431,Bud's Coffee Bar,369,43.666325,-79.3014,foursquare,bar
1432,The Stone Lion,371,43.666325,-79.3014,foursquare,bar
1433,Castro's Lounge,733,43.666325,-79.3014,foursquare,bar
1434,Murphy's Law Irish Pub Inc,911,43.666325,-79.3014,foursquare,bar
1435,Gull and Firkin,358,43.666325,-79.3014,foursquare,bar
1436,Kew Gardens,379,43.666325,-79.3014,foursquare,bar
1437,Woodbine Beach Park,536,43.666325,-79.3014,foursquare,bar
1438,Kew-Balmy Beach,502,43.666325,-79.3014,foursquare,bar
1439,Gabby's Restaurant Group,627,43.666325,-79.3014,foursquare,bar
1440,Delina Restaurant,428,43.666325,-79.3014,foursquare,bar
1441,Reposado Bar & Lounge,519,43.651145,-79.423742,foursquare,bar
1442,Cocktail Bar,844,43.651145,-79.423742,foursquare,bar
1443,Mahjong Bar,210,43.651145,-79.423742,foursquare,bar
1444,Bellwoods Brewery,543,43.651145,-79.423742,foursquare,bar
1445,Bar Poet,845,43.651145,-79.423742,foursquare,bar
1446,Salt Wine Bar,348,43.651145,-79.423742,foursquare,bar
1447,Midfield Wine Bar,524,43.651145,-79.423742,foursquare,bar
1448,Bar Piquette,833,43.651145,-79.423742,foursquare,bar
1449,Get Well,249,43.651145,-79.423742,foursquare,bar
1450,The Caledonian,347,43.651145,-79.423742,foursquare,bar
1451,Bar Hop Brewco,762,43.654905,-79.398448,foursquare,bar
1452,The Embassy Bar,281,43.654905,-79.398448,foursquare,bar
1453,416 Snack Bar,935,43.654905,-79.398448,foursquare,bar
1454,Her Father's Cider Bar + Kitchen,977,43.654905,-79.398448,foursquare,bar
1455,Cold Tea,225,43.654905,-79.398448,foursquare,bar
1456,BarChef,775,43.654905,-79.398448,foursquare,bar
1457,Hard Luck Bar,782,43.654905,-79.398448,foursquare,bar
1458,Town Crier Pub,1005,43.654905,-79.398448,foursquare,bar
1459,Sneaky Dee's,738,43.654905,-79.398448,foursquare,bar
1460,Grey Gardens,287,43.654905,-79.398448,foursquare,bar
1461,Pravda Vodka Bar,516,43.651118,-79.369411,foursquare,bar
1462,C'est What,440,43.651118,-79.369411,foursquare,bar
1463,Beer Bistro,656,43.651118,-79.369411,foursquare,bar
1464,Mill Street Brew Pub,882,43.651118,-79.369411,foursquare,bar
1465,Neo Coffee Bar,47,43.651118,-79.369411,foursquare,bar
1466,Pearl Diver,353,43.651118,-79.369411,foursquare,bar
1467,CRAFT Beer Market Toronto,719,43.651118,-79.369411,foursquare,bar
1468,On the Rocks Restaurant,115,43.651118,-79.369411,foursquare,bar
1469,The Black Canary Espresso Bar,110,43.651118,-79.369411,foursquare,bar
1470,The Vintage Conservatory - New Private Wine Cell ar in to,350,43.651118,-79.369411,foursquare,bar
1471,Cocktail Bar,929,43.6571,-79.4056,foursquare,bar
1472,Her Father's Cider Bar + Kitchen,598,43.6571,-79.4056,foursquare,bar
1473,The Embassy Bar,432,43.6571,-79.4056,foursquare,bar
1474,The Dog and Tiger Kitchen and Bar,500,43.6571,-79.4056,foursquare,bar
1475,Sneaky Dee's,166,43.6571,-79.4056,foursquare,bar
1476,Hard Luck Bar,578,43.6571,-79.4056,foursquare,bar
1477,Cloak & Dagger Irish Pub,19,43.6571,-79.4056,foursquare,bar
1478,Bar Raval,387,43.6571,-79.4056,foursquare,bar
1479,Sottovoce Wine & Pasta Bar,693,43.6571,-79.4056,foursquare,bar
1480,Cold Tea,486,43.6571,-79.4056,foursquare,bar
1481,Bar Hop Brewco,417,43.652823,-79.393388,foursquare,bar
1482,Bar Hop,802,43.652823,-79.393388,foursquare,bar
1483,Earl's Kitchen & Bar,948,43.652823,-79.393388,foursquare,bar
1484,Town Crier Pub,583,43.652823,-79.393388,foursquare,bar
1485,BarChef,761,43.652823,-79.393388,foursquare,bar
1486,Cold Tea,636,43.652823,-79.393388,foursquare,bar
1487,The Queen and Beaver Public House,946,43.652823,-79.393388,foursquare,bar
1488,Queen St Warehouse,389,43.652823,-79.393388,foursquare,bar
1489,Soho House,713,43.652823,-79.393388,foursquare,bar
1490,Grey Gardens,650,43.652823,-79.393388,foursquare,bar
1491,Bar+ Karaoke Lounge,916,43.665527000000004,-79.387499,foursquare,bar
1492,Cibo Wine Bar - Yorkville,752,43.665527000000004,-79.387499,foursquare,bar
1493,The Queen and Beaver Public House,950,43.665527000000004,-79.387499,foursquare,bar
1494,Hair of the Dog,697,43.665527000000004,-79.387499,foursquare,bar
1495,Churchmouse & Firkin,578,43.665527000000004,-79.387499,foursquare,bar
1496,Woody's,587,43.665527000000004,-79.387499,foursquare,bar
1497,Black Eagle,616,43.665527000000004,-79.387499,foursquare,bar
1498,The Oxley,709,43.665527000000004,-79.387499,foursquare,bar
1499,Dbar,690,43.665527000000004,-79.387499,foursquare,bar
1500,Prenup Pub,944,43.665527000000004,-79.387499,foursquare,bar
1501,Bar+ Karaoke Lounge,410,43.6582,-79.3768,foursquare,bar
1502,T Bar,505,43.6582,-79.3768,foursquare,bar
1503,Beer Bistro,976,43.6582,-79.3768,foursquare,bar
1504,The Queen and Beaver Public House,546,43.6582,-79.3768,foursquare,bar
1505,Hair of the Dog,563,43.6582,-79.3768,foursquare,bar
1506,Stout Irish Pub,888,43.6582,-79.3768,foursquare,bar
1507,House on Parliament,939,43.6582,-79.3768,foursquare,bar
1508,Woody's,745,43.6582,-79.3768,foursquare,bar
1509,Churchmouse & Firkin,771,43.6582,-79.3768,foursquare,bar
1510,CRAFT Beer Market Toronto,909,43.6582,-79.3768,foursquare,bar
1511,Auld Spot Pub,696,43.671172,-79.354704,foursquare,bar
1512,Louis Cifer Brew Works,771,43.671172,-79.354704,foursquare,bar
1513,Farside,655,43.671172,-79.354704,foursquare,bar
1514,Sidebar,608,43.671172,-79.354704,foursquare,bar
1515,Dora Keogh Irish Pub,621,43.671172,-79.354704,foursquare,bar
1516,The Edmund Burke,636,43.671172,-79.354704,foursquare,bar
1517,The Big Carrot Organic Juice Bar,715,43.671172,-79.354704,foursquare,bar
1518,Rooster Coffee House,255,43.671172,-79.354704,foursquare,bar
1519,Tapas at Embrujo,613,43.671172,-79.354704,foursquare,bar
1520,Si Espresso Bar,596,43.671172,-79.354704,foursquare,bar
1521,Auld Spot Pub,285,43.677076,-79.35667,foursquare,bar
1522,Sidebar,70,43.677076,-79.35667,foursquare,bar
1523,Louis Cifer Brew Works,435,43.677076,-79.35667,foursquare,bar
1524,Dora Keogh Irish Pub,92,43.677076,-79.35667,foursquare,bar
1525,The Edmund Burke,143,43.677076,-79.35667,foursquare,bar
1526,The Big Carrot Organic Juice Bar,322,43.677076,-79.35667,foursquare,bar
1527,Si Espresso Bar,212,43.677076,-79.35667,foursquare,bar
1528,Tapas at Embrujo,158,43.677076,-79.35667,foursquare,bar
1529,Ryus Noodle Bar,178,43.677076,-79.35667,foursquare,bar
1530,The Music Hall,88,43.677076,-79.35667,foursquare,bar
1531,Efes Bar and Grill,459,43.680223,-79.344062,foursquare,bar
1532,The Only Cafe,495,43.680223,-79.344062,foursquare,bar
1533,Louis Cifer Brew Works,648,43.680223,-79.344062,foursquare,bar
1534,Auld Spot Pub,796,43.680223,-79.344062,foursquare,bar
1535,The Olde Eton House,117,43.680223,-79.344062,foursquare,bar
1536,Bar Hop Session,122,43.680223,-79.344062,foursquare,bar
1537,Tapps Restaurant & Bar,324,43.680223,-79.344062,foursquare,bar
1538,The Big Carrot Organic Juice Bar,758,43.680223,-79.344062,foursquare,bar
1539,Mr Pide,213,43.680223,-79.344062,foursquare,bar
1540,Pizzeria Libretto,341,43.680223,-79.344062,foursquare,bar
1541,Efes Bar and Grill,670,43.678401,-79.346289,foursquare,bar
1542,The Only Cafe,710,43.678401,-79.346289,foursquare,bar
1543,Louis Cifer Brew Works,411,43.678401,-79.346289,foursquare,bar
1544,Auld Spot Pub,562,43.678401,-79.346289,foursquare,bar
1545,Sidebar,868,43.678401,-79.346289,foursquare,bar
1546,Tapps Restaurant & Bar,68,43.678401,-79.346289,foursquare,bar
1547,The Olde Eton House,271,43.678401,-79.346289,foursquare,bar
1548,Bar Hop Session,245,43.678401,-79.346289,foursquare,bar
1549,Dora Keogh Irish Pub,918,43.678401,-79.346289,foursquare,bar
1550,The Big Carrot Organic Juice Bar,524,43.678401,-79.346289,foursquare,bar
1551,The Dylan Bar,78,43.681991,-79.32945500000001,foursquare,bar
1552,Efes Bar and Grill,740,43.681991,-79.32945500000001,foursquare,bar
1553,Left Field Brewery,923,43.681991,-79.32945500000001,foursquare,bar
1554,Morgans on the Danforth,64,43.681991,-79.32945500000001,foursquare,bar
1555,The Only Cafe,700,43.681991,-79.32945500000001,foursquare,bar
1556,Sauce Danthforth,114,43.681991,-79.32945500000001,foursquare,bar
1557,Local 1794,899,43.681991,-79.32945500000001,foursquare,bar
1558,Sala Modern Thai Kitchen & Bar,102,43.681991,-79.32945500000001,foursquare,bar
1559,The Wren,122,43.681991,-79.32945500000001,foursquare,bar
1560,Linsmore Tavern,40,43.681991,-79.32945500000001,foursquare,bar
1561,H Bar,404,43.6422222,-79.41111111111111,foursquare,bar
1562,Cocktail Bar,971,43.6422222,-79.41111111111111,foursquare,bar
1563,416 Snack Bar,819,43.6422222,-79.41111111111111,foursquare,bar
1564,Reposado Bar & Lounge,914,43.6422222,-79.41111111111111,foursquare,bar
1565,Bellwoods Brewery,894,43.6422222,-79.41111111111111,foursquare,bar
1566,Bar Poet,910,43.6422222,-79.41111111111111,foursquare,bar
1567,Mother Cocktail Bar,382,43.6422222,-79.41111111111111,foursquare,bar
1568,Bar Piquette,894,43.6422222,-79.41111111111111,foursquare,bar
1569,WVRST,861,43.6422222,-79.41111111111111,foursquare,bar
1570,Archive,975,43.6422222,-79.41111111111111,foursquare,bar
1571,Her Father's Cider Bar + Kitchen,489,43.663808,-79.41049100000001,foursquare,bar
1572,The Dog and Tiger Kitchen and Bar,917,43.663808,-79.41049100000001,foursquare,bar
1573,Crafty Coyote,248,43.663808,-79.41049100000001,foursquare,bar
1574,Sneaky Dee's,862,43.663808,-79.41049100000001,foursquare,bar
1575,Sottovoce Wine & Pasta Bar,989,43.663808,-79.41049100000001,foursquare,bar
1576,Harbord House,434,43.663808,-79.41049100000001,foursquare,bar
1577,Victory Cafe,262,43.663808,-79.41049100000001,foursquare,bar
1578,Bar Raval,878,43.663808,-79.41049100000001,foursquare,bar
1579,Cloak & Dagger Irish Pub,857,43.663808,-79.41049100000001,foursquare,bar
1580,LoPan,881,43.663808,-79.41049100000001,foursquare,bar
1581,Her Father's Cider Bar + Kitchen,730,43.6666667,-79.41166666666669,foursquare,bar
1582,Crafty Coyote,272,43.6666667,-79.41166666666669,foursquare,bar
1583,Victory Cafe,261,43.6666667,-79.41166666666669,foursquare,bar
1584,Harbord House,686,43.6666667,-79.41166666666669,foursquare,bar
1585,Madison Avenue Pub,672,43.6666667,-79.41166666666669,foursquare,bar
1586,Fanny Chadwick's,770,43.6666667,-79.41166666666669,foursquare,bar
1587,Barrio Coreano,376,43.6666667,-79.41166666666669,foursquare,bar
1588,El Pocho Antojitos Bar,354,43.6666667,-79.41166666666669,foursquare,bar
1589,Sam James Coffee Bar,762,43.6666667,-79.41166666666669,foursquare,bar
1590,Labyrinth Lounge,356,43.6666667,-79.41166666666669,foursquare,bar
1591,Tallboys Craft Beer House,418,43.663888899999996,-79.41888888888889,foursquare,bar
1592,Civil Liberties,543,43.663888899999996,-79.41888888888889,foursquare,bar
1593,Paradise Grapevine,399,43.663888899999996,-79.41888888888889,foursquare,bar
1594,Crafty Coyote,846,43.663888899999996,-79.41888888888889,foursquare,bar
1595,Sam James Coffee Bar,476,43.663888899999996,-79.41888888888889,foursquare,bar
1596,Victory Cafe,848,43.663888899999996,-79.41888888888889,foursquare,bar
1597,El Convento Rico,971,43.663888899999996,-79.41888888888889,foursquare,bar
1598,Filosophy Pastry and Espresso Bar,649,43.663888899999996,-79.41888888888889,foursquare,bar
1599,Tacos El Asador,156,43.663888899999996,-79.41888888888889,foursquare,bar
1600,El Pocho Antojitos Bar,770,43.663888899999996,-79.41888888888889,foursquare,bar
1601,Civil Liberties,62,43.661705,-79.42573399999999,foursquare,bar
1602,Tallboys Craft Beer House,182,43.661705,-79.42573399999999,foursquare,bar
1603,Paradise Grapevine,202,43.661705,-79.42573399999999,foursquare,bar
1604,The Caledonian,845,43.661705,-79.42573399999999,foursquare,bar
1605,Filosophy Pastry and Espresso Bar,62,43.661705,-79.42573399999999,foursquare,bar
1606,The Emmet Ray,875,43.661705,-79.42573399999999,foursquare,bar
1607,Bar Isabel,868,43.661705,-79.42573399999999,foursquare,bar
1608,Folly Brewpub,873,43.661705,-79.42573399999999,foursquare,bar
1609,Comedy Bar,171,43.661705,-79.42573399999999,foursquare,bar
1610,Smiling Budha Bar,926,43.661705,-79.42573399999999,foursquare,bar
1611,Tallboys Craft Beer House,737,43.66861110000001,-79.42027777777777,foursquare,bar
1612,Civil Liberties,824,43.66861110000001,-79.42027777777777,foursquare,bar
1613,Paradise Grapevine,737,43.66861110000001,-79.42027777777777,foursquare,bar
1614,Crafty Coyote,995,43.66861110000001,-79.42027777777777,foursquare,bar
1615,Fanny Chadwick's,864,43.66861110000001,-79.42027777777777,foursquare,bar
1616,Victory Cafe,985,43.66861110000001,-79.42027777777777,foursquare,bar
1617,El Pocho Antojitos Bar,561,43.66861110000001,-79.42027777777777,foursquare,bar
1618,Filosophy Pastry and Espresso Bar,898,43.66861110000001,-79.42027777777777,foursquare,bar
1619,Fiesta Farms,22,43.66861110000001,-79.42027777777777,foursquare,bar
1620,Creeds Coffee Bar,973,43.66861110000001,-79.42027777777777,foursquare,bar
1621,The Greater Good Bar,717,43.665327000000005,-79.43235,foursquare,bar
1622,Bar Neon,887,43.665327000000005,-79.43235,foursquare,bar
1623,The 3 Speed,817,43.665327000000005,-79.43235,foursquare,bar
1624,Blood Brothers Brewing,613,43.665327000000005,-79.43235,foursquare,bar
1625,Civil Liberties,678,43.665327000000005,-79.43235,foursquare,bar
1626,Burdock,782,43.665327000000005,-79.43235,foursquare,bar
1627,Tallboys Craft Beer House,764,43.665327000000005,-79.43235,foursquare,bar
1628,Paradise Grapevine,791,43.665327000000005,-79.43235,foursquare,bar
1629,Grey Tiger,793,43.665327000000005,-79.43235,foursquare,bar
1630,The 47,940,43.665327000000005,-79.43235,foursquare,bar
1631,Bar Neon,681,43.657343,-79.43111999999999,foursquare,bar
1632,Midfield Wine Bar,859,43.657343,-79.43111999999999,foursquare,bar
1633,Laylow Beer Bar and Eatery,602,43.657343,-79.43111999999999,foursquare,bar
1634,The 3 Speed,593,43.657343,-79.43111999999999,foursquare,bar
1635,The Caledonian,701,43.657343,-79.43111999999999,foursquare,bar
1636,Mahjong Bar,994,43.657343,-79.43111999999999,foursquare,bar
1637,Burdock,584,43.657343,-79.43111999999999,foursquare,bar
1638,The Emmet Ray,586,43.657343,-79.43111999999999,foursquare,bar
1639,Civil Liberties,711,43.657343,-79.43111999999999,foursquare,bar
1640,Tallboys Craft Beer House,823,43.657343,-79.43111999999999,foursquare,bar
1641,Bar Hop,794,43.645324,-79.40345,foursquare,bar
1642,416 Snack Bar,247,43.645324,-79.40345,foursquare,bar
1643,Bar Hop Brewco,905,43.645324,-79.40345,foursquare,bar
1644,H Bar,568,43.645324,-79.40345,foursquare,bar
1645,Cocktail Bar,997,43.645324,-79.40345,foursquare,bar
1646,The Cloak Bar,462,43.645324,-79.40345,foursquare,bar
1647,WVRST,248,43.645324,-79.40345,foursquare,bar
1648,BarChef,401,43.645324,-79.40345,foursquare,bar
1649,Thompson Rooftop Lounge,272,43.645324,-79.40345,foursquare,bar
1650,Drom Taberna,435,43.645324,-79.40345,foursquare,bar
1651,Mill Street Brew Pub,252,43.650256,-79.36163,foursquare,bar
1652,C'est What,971,43.650256,-79.36163,foursquare,bar
1653,Spirit of York,158,43.650256,-79.36163,foursquare,bar
1654,Berkeley's Bistro,184,43.650256,-79.36163,foursquare,bar
1655,Pearl Diver,986,43.650256,-79.36163,foursquare,bar
1656,Dominion Pub and Kitchen,770,43.650256,-79.36163,foursquare,bar
1657,On the Rocks Restaurant,540,43.650256,-79.36163,foursquare,bar
1658,Neo Coffee Bar,615,43.650256,-79.36163,foursquare,bar
1659,Ontario Spring Water Sake Co,130,43.650256,-79.36163,foursquare,bar
1660,The Vintage Conservatory - New Private Wine Cell ar in to,978,43.650256,-79.36163,foursquare,bar
1661,Cocktail Bar,654,43.651111111111106,-79.4213888888889,foursquare,bar
1662,Reposado Bar & Lounge,435,43.651111111111106,-79.4213888888889,foursquare,bar
1663,Bellwoods Brewery,460,43.651111111111106,-79.4213888888889,foursquare,bar
1664,Mahjong Bar,346,43.651111111111106,-79.4213888888889,foursquare,bar
1665,Bar Poet,836,43.651111111111106,-79.4213888888889,foursquare,bar
1666,Get Well,203,43.651111111111106,-79.4213888888889,foursquare,bar
1667,Bar Piquette,819,43.651111111111106,-79.4213888888889,foursquare,bar
1668,The Dog and Tiger Kitchen and Bar,939,43.651111111111106,-79.4213888888889,foursquare,bar
1669,Midfield Wine Bar,705,43.651111111111106,-79.4213888888889,foursquare,bar
1670,The Caledonian,389,43.651111111111106,-79.4213888888889,foursquare,bar
1671,Cocktail Bar,617,43.656296000000005,-79.414663,foursquare,bar
1672,The Dog and Tiger Kitchen and Bar,268,43.656296000000005,-79.414663,foursquare,bar
1673,Birreria Volo,120,43.656296000000005,-79.414663,foursquare,bar
1674,Bar Raval,367,43.656296000000005,-79.414663,foursquare,bar
1675,Hard Luck Bar,754,43.656296000000005,-79.414663,foursquare,bar
1676,Sneaky Dee's,583,43.656296000000005,-79.414663,foursquare,bar
1677,Archive,619,43.656296000000005,-79.414663,foursquare,bar
1678,The Caledonian,745,43.656296000000005,-79.414663,foursquare,bar
1679,Northern Belle,627,43.656296000000005,-79.414663,foursquare,bar
1680,LoPan,385,43.656296000000005,-79.414663,foursquare,bar
1681,Cocktail Bar,133,43.651281,-79.41171700000001,foursquare,bar
1682,H Bar,612,43.651281,-79.41171700000001,foursquare,bar
1683,416 Snack Bar,747,43.651281,-79.41171700000001,foursquare,bar
1684,The Dog and Tiger Kitchen and Bar,478,43.651281,-79.41171700000001,foursquare,bar
1685,Reposado Bar & Lounge,800,43.651281,-79.41171700000001,foursquare,bar
1686,Hard Luck Bar,361,43.651281,-79.41171700000001,foursquare,bar
1687,Bellwoods Brewery,809,43.651281,-79.41171700000001,foursquare,bar
1688,Archive,74,43.651281,-79.41171700000001,foursquare,bar
1689,Northern Belle,90,43.651281,-79.41171700000001,foursquare,bar
1690,The Embassy Bar,861,43.651281,-79.41171700000001,foursquare,bar
1691,Midfield Wine Bar,346,43.65277778,-79.42972222,foursquare,bar
1692,Reposado Bar & Lounge,987,43.65277778,-79.42972222,foursquare,bar
1693,Bellwoods Brewery,1007,43.65277778,-79.42972222,foursquare,bar
1694,Mahjong Bar,518,43.65277778,-79.42972222,foursquare,bar
1695,Laylow Beer Bar and Eatery,337,43.65277778,-79.42972222,foursquare,bar
1696,The Caledonian,527,43.65277778,-79.42972222,foursquare,bar
1697,The Emmet Ray,344,43.65277778,-79.42972222,foursquare,bar
1698,Smiling Budha Bar,226,43.65277778,-79.42972222,foursquare,bar
1699,Get Well,734,43.65277778,-79.42972222,foursquare,bar
1700,Salt Wine Bar,845,43.65277778,-79.42972222,foursquare,bar
1701,Cocktail Bar,648,43.655,-79.41888900000001,foursquare,bar
1702,Reposado Bar & Lounge,858,43.655,-79.41888900000001,foursquare,bar
1703,The Dog and Tiger Kitchen and Bar,600,43.655,-79.41888900000001,foursquare,bar
1704,Bellwoods Brewery,882,43.655,-79.41888900000001,foursquare,bar
1705,Sottovoce Wine & Pasta Bar,407,43.655,-79.41888900000001,foursquare,bar
1706,Bar Isabel,148,43.655,-79.41888900000001,foursquare,bar
1707,The Caledonian,379,43.655,-79.41888900000001,foursquare,bar
1708,Mahjong Bar,786,43.655,-79.41888900000001,foursquare,bar
1709,Birreria Volo,339,43.655,-79.41888900000001,foursquare,bar
1710,Get Well,677,43.655,-79.41888900000001,foursquare,bar
1711,Pinkerton's Snack Bar,116,43.668553,-79.338673,foursquare,bar
1712,Left Field Brewery,882,43.668553,-79.338673,foursquare,bar
1713,Poor Romeo,124,43.668553,-79.338673,foursquare,bar
1714,Radical Road Brewing Co,827,43.668553,-79.338673,foursquare,bar
1715,Dundas & Carlaw,495,43.668553,-79.338673,foursquare,bar
1716,Avling,783,43.668553,-79.338673,foursquare,bar
1717,The Roy Public House,964,43.668553,-79.338673,foursquare,bar
1718,Maple Leaf Tavern,118,43.668553,-79.338673,foursquare,bar
1719,Mercury Espresso Bar,885,43.668553,-79.338673,foursquare,bar
1720,Hailed Coffee,573,43.668553,-79.338673,foursquare,bar
1721,Pinkerton's Snack Bar,932,43.663911999999996,-79.327987,foursquare,bar
1722,Black Lab Brewing,248,43.663911999999996,-79.327987,foursquare,bar
1723,Rorschach Brewing,650,43.663911999999996,-79.327987,foursquare,bar
1724,Radical Road Brewing Co,387,43.663911999999996,-79.327987,foursquare,bar
1725,Poor Romeo,915,43.663911999999996,-79.327987,foursquare,bar
1726,Hastings Barber Shop,88,43.663911999999996,-79.327987,foursquare,bar
1727,Avling,856,43.663911999999996,-79.327987,foursquare,bar
1728,The Sidekick,235,43.663911999999996,-79.327987,foursquare,bar
1729,Descendant Detroit Style Pizza,374,43.663911999999996,-79.327987,foursquare,bar
1730,Gio Rana's Really Really Nice Restaurant,205,43.663911999999996,-79.327987,foursquare,bar
1731,Bar Hop,653,43.64621760000001,-79.38550479999999,foursquare,bar
1732,Earl's Kitchen & Bar,240,43.64621760000001,-79.38550479999999,foursquare,bar
1733,Bar Hop Brewco,713,43.64621760000001,-79.38550479999999,foursquare,bar
1734,Library Bar,323,43.64621760000001,-79.38550479999999,foursquare,bar
1735,Steam Whistle Brewing,512,43.64621760000001,-79.38550479999999,foursquare,bar
1736,Pravda Vodka Bar,903,43.64621760000001,-79.38550479999999,foursquare,bar
1737,Town Crier Pub,432,43.64621760000001,-79.38550479999999,foursquare,bar
1738,Beer Bistro,753,43.64621760000001,-79.38550479999999,foursquare,bar
1739,C'est What,1000,43.64621760000001,-79.38550479999999,foursquare,bar
1740,Amsterdam BrewHouse,901,43.64621760000001,-79.38550479999999,foursquare,bar
1741,Sophie's Sports Bar Ltd,592,43.69595,-79.328535,foursquare,bar
1742,Knuckle Sandwich,32,43.69595,-79.328535,foursquare,bar
1743,Mon K Patisserie,133,43.69595,-79.328535,foursquare,bar
1744,East York Farmers' Market,607,43.69595,-79.328535,foursquare,bar
1745,Lickadee Split Ice Cream Shoppe,22,43.69595,-79.328535,foursquare,bar
1746,Ballissimo Loukoumades Bar,149,43.69595,-79.328535,foursquare,bar
1747,Lcbo,90,43.69595,-79.328535,foursquare,bar
1748,Pizza Hut,54,43.69595,-79.328535,foursquare,bar
1749,Starbucks,42,43.69595,-79.328535,foursquare,bar
1750,Subway,715,43.69595,-79.328535,foursquare,bar
1751,Efes Bar and Grill,840,43.6753188,-79.34627890000002,foursquare,bar
