,name,distance,latitude,longitude,api,query
11170,Footprint Music,964,43.7063279,-79.3962499,foursquare,art
11171,Main Event Music,5816,43.7063279,-79.3962499,foursquare,art
11172,Toronto Youth Wind Orchestra's,541,43.7063279,-79.3962499,foursquare,art
11173,Dupeter Investments Inc,792,43.7063279,-79.3962499,foursquare,art
11174,Malaparte,684,43.64600446255825,-79.39877642209017,foursquare,art
11175,Glenn Gould Studio,889,43.64600446255825,-79.39877642209017,foursquare,art
11176,Orange Lounge Studio,256,43.64600446255825,-79.39877642209017,foursquare,art
11177,Lemontree creations,484,43.64600446255825,-79.39877642209017,foursquare,art
11178,Studio204,507,43.64600446255825,-79.39877642209017,foursquare,art
11179,Rapier Wit,517,43.64600446255825,-79.39877642209017,foursquare,art
11180,Twisted Frame,550,43.64600446255825,-79.39877642209017,foursquare,art
11181,The Dirt Underneath Actors' Space,642,43.64600446255825,-79.39877642209017,foursquare,art
11182,Cityfest Toronto,750,43.64600446255825,-79.39877642209017,foursquare,art
11183,CBC Broadcasting Centre,836,43.64600446255825,-79.39877642209017,foursquare,art
11184,Artscape Youngplace,663,43.64299174164139,-79.42355911563249,foursquare,art
11185,The Theatre Centre,36,43.64299174164139,-79.42355911563249,foursquare,art
11186,Twist Gallery,84,43.64299174164139,-79.42355911563249,foursquare,art
11187,The Garrison,699,43.64299174164139,-79.42355911563249,foursquare,art
11188,The Dakota Tavern,774,43.64299174164139,-79.42355911563249,foursquare,art
11189,Comedy Underground at the Drake Hotel,81,43.64299174164139,-79.42355911563249,foursquare,art
11190,Longboat Hall,120,43.64299174164139,-79.42355911563249,foursquare,art
11191,Tibet Street Records,451,43.64299174164139,-79.42355911563249,foursquare,art
11192,Toronto Youth Theatre,478,43.64299174164139,-79.42355911563249,foursquare,art
11193,The Lounge at Live Nation,564,43.64299174164139,-79.42355911563249,foursquare,art
11194,The Attic Arts Hub,859,43.65727549739014,-79.32661544194183,foursquare,art
11195,Pie in the Sky Studios,949,43.6869867251666,-79.33478198280335,foursquare,art
11196,Coal Mine Theatre,810,43.6869867251666,-79.33478198280335,foursquare,art
11197,Burdock,438,43.659229181580976,-79.44320901022282,foursquare,art
11198,Pia Bouman Theatre,436,43.659229181580976,-79.44320901022282,foursquare,art
11199,Duffy's Tavern,279,43.659229181580976,-79.44320901022282,foursquare,art
11200,Parkside Drive,846,43.659229181580976,-79.44320901022282,foursquare,art
11201,Sullivan Studios,974,43.71161098023304,-79.28055565662231,foursquare,art
11202,Scarborough Village Theatre,848,43.745311037002566,-79.20970650787817,foursquare,art
11203,Scarborough Music Theatre,817,43.745311037002566,-79.20970650787817,foursquare,art
11204,Playhouse 66,842,43.745311037002566,-79.20970650787817,foursquare,art
11205,Harbourfront Centre,1003,43.647259000000005,-79.379878,foursquare,art
11206,Bluma Appel Theatre,358,43.647259000000005,-79.379878,foursquare,art
11207,Royal Alexandra Theatre,871,43.647259000000005,-79.379878,foursquare,art
11208,Malaparte,842,43.647259000000005,-79.379878,foursquare,art
11209,Glenn Gould Studio,733,43.647259000000005,-79.379878,foursquare,art
11210,CBC Broadcasting Centre,751,43.647259000000005,-79.379878,foursquare,art
11211,Redpath Stage at Harbourfront,983,43.647259000000005,-79.379878,foursquare,art
11212,Elgin & Winter Garden Theatre Ctr,690,43.647259000000005,-79.379878,foursquare,art
11213,Royal Alexandra Theatre,615,43.647259000000005,-79.379878,foursquare,art
11214,Roy Thomson Hall,496,43.647259000000005,-79.379878,foursquare,art
11215,Gerrard Art Space,623,43.67036917803197,-79.32782698645094,foursquare,art
11216,Centre of Gravity,118,43.67036917803197,-79.32782698645094,foursquare,art
11217,The Redwood,107,43.67036917803197,-79.32782698645094,foursquare,art
11218,The Attic Arts Hub,676,43.67036917803197,-79.32782698645094,foursquare,art
11219,PreShow Playlist,889,43.67036917803197,-79.32782698645094,foursquare,art
11220,Grand Gerrard Theatre,740,43.67036917803197,-79.32782698645094,foursquare,art
11221,Sri Lakshmi Theatre,748,43.67036917803197,-79.32782698645094,foursquare,art
11222,Mascotts,909,43.67036917803197,-79.32782698645094,foursquare,art
11223,Harbourfront Centre,829,43.6458569,-79.38536540000001,foursquare,art
11224,Malaparte,401,43.6458569,-79.38536540000001,foursquare,art
11225,Glenn Gould Studio,276,43.6458569,-79.38536540000001,foursquare,art
11226,Bluma Appel Theatre,825,43.6458569,-79.38536540000001,foursquare,art
11227,CBC Broadcasting Centre,285,43.6458569,-79.38536540000001,foursquare,art
11228,Redpath Stage at Harbourfront,805,43.6458569,-79.38536540000001,foursquare,art
11229,Cityfest Toronto,955,43.6458569,-79.38536540000001,foursquare,art
11230,Roy Thomson Hall,95,43.6458569,-79.38536540000001,foursquare,art
11231,Royal Alexandra Theatre,233,43.6458569,-79.38536540000001,foursquare,art
11232,Princess Of Wales Theatre,309,43.6458569,-79.38536540000001,foursquare,art
11233,Royal Alexandra Theatre,862,43.650955200000006,-79.3707,foursquare,art
11234,Bluma Appel Theatre,511,43.650955200000006,-79.3707,foursquare,art
11235,Expect Theatre,959,43.650955200000006,-79.3707,foursquare,art
11236,Young People's Theatre,195,43.650955200000006,-79.3707,foursquare,art
11237,Elgin & Winter Garden Theatre Ctr,683,43.650955200000006,-79.3707,foursquare,art
11238,Massey Hall,750,43.650955200000006,-79.3707,foursquare,art
11239,Berkeley Street Theatre,527,43.650955200000006,-79.3707,foursquare,art
11240,Jazz Bistro,866,43.650955200000006,-79.3707,foursquare,art
11241,Meridian Hall,672,43.650955200000006,-79.3707,foursquare,art
11242,Reservoir Lounge,411,43.650955200000006,-79.3707,foursquare,art
11243,Artscape Youngplace,312,43.649722,-79.416944,foursquare,art
11244,The Patio Show,603,43.649722,-79.416944,foursquare,art
11245,The Dakota Tavern,313,43.649722,-79.416944,foursquare,art
11246,The Garrison,436,43.649722,-79.416944,foursquare,art
11247,The Theatre Centre,881,43.649722,-79.416944,foursquare,art
11248,Hard Luck Bar,813,43.649722,-79.416944,foursquare,art
11249,Twist Gallery,833,43.649722,-79.416944,foursquare,art
11250,Comedy Underground at the Drake Hotel,960,43.649722,-79.416944,foursquare,art
11251,Volcano Theatre,69,43.649722,-79.416944,foursquare,art
11252,CIRVfm.com,188,43.649722,-79.416944,foursquare,art
11253,Artscape Youngplace,209,43.64570236705167,-79.41933192053696,foursquare,art
11254,The Theatre Centre,418,43.64570236705167,-79.41933192053696,foursquare,art
11255,The Dakota Tavern,458,43.64570236705167,-79.41933192053696,foursquare,art
11256,The Garrison,460,43.64570236705167,-79.41933192053696,foursquare,art
11257,Twist Gallery,370,43.64570236705167,-79.41933192053696,foursquare,art
11258,Comedy Underground at the Drake Hotel,512,43.64570236705167,-79.41933192053696,foursquare,art
11259,Toronto Youth Theatre,85,43.64570236705167,-79.41933192053696,foursquare,art
11260,Tibet Street Records,100,43.64570236705167,-79.41933192053696,foursquare,art
11261,Volcano Theatre,551,43.64570236705167,-79.41933192053696,foursquare,art
11262,CIRVfm.com,444,43.64570236705167,-79.41933192053696,foursquare,art
11263,Royal Conservatory of Music,689,43.669810642820565,-79.38801106873032,foursquare,art
11264,Byfield Dance Experience,298,43.669810642820565,-79.38801106873032,foursquare,art
11265,Pride Toronto HQ,522,43.669810642820565,-79.38801106873032,foursquare,art
11266,BDX Dance Studio,310,43.669810642820565,-79.38801106873032,foursquare,art
11267,Ciut 89.5 Fm,876,43.669810642820565,-79.38801106873032,foursquare,art
11268,Koerner Hall,670,43.669810642820565,-79.38801106873032,foursquare,art
11269,Buddies in Bad Times Theatre,835,43.669810642820565,-79.38801106873032,foursquare,art
11270,Hart House Theatre,873,43.669810642820565,-79.38801106873032,foursquare,art
11271,Isabel Bader Theatre,460,43.669810642820565,-79.38801106873032,foursquare,art
11272,CAA Theatre,281,43.669810642820565,-79.38801106873032,foursquare,art
11273,Royal Alexandra Theatre,484,43.65074822310989,-79.38013325933062,foursquare,art
11274,Bluma Appel Theatre,484,43.65074822310989,-79.38013325933062,foursquare,art
11275,Malaparte,946,43.65074822310989,-79.38013325933062,foursquare,art
11276,Glenn Gould Studio,959,43.65074822310989,-79.38013325933062,foursquare,art
11277,CBC Broadcasting Centre,952,43.65074822310989,-79.38013325933062,foursquare,art
11278,Elgin & Winter Garden Theatre Ctr,321,43.65074822310989,-79.38013325933062,foursquare,art
11279,The Four Seasons Centre for the Performing Arts,456,43.65074822310989,-79.38013325933062,foursquare,art
11280,Massey Hall,395,43.65074822310989,-79.38013325933062,foursquare,art
11281,Royal Alexandra Theatre,710,43.65074822310989,-79.38013325933062,foursquare,art
11282,Princess Of Wales Theatre,859,43.65074822310989,-79.38013325933062,foursquare,art
11283,Daniels Spectrum,775,43.665278,-79.36833299999999,foursquare,art
11284,Toronto Kiwanis Boys and Girls Clubs Miles and Kelly Nadal Youth Centre,509,43.665278,-79.36833299999999,foursquare,art
11285,Toronto Dance Theatre,146,43.665278,-79.36833299999999,foursquare,art
11286,Betty Oliphant Theatre,762,43.665278,-79.36833299999999,foursquare,art
11287,Canada's National Ballet School,737,43.665278,-79.36833299999999,foursquare,art
11288,Phoenix Concert Theatre,484,43.665278,-79.36833299999999,foursquare,art
11289,Avril Victoria,508,43.665278,-79.36833299999999,foursquare,art
11290,Aki Studio Theatre,767,43.665278,-79.36833299999999,foursquare,art
11291,Recording Studio Toronto Number9 Recording Studio,799,43.665278,-79.36833299999999,foursquare,art
11292,The Musical Stage Co,101,43.665278,-79.36833299999999,foursquare,art
11293,Coal Mine Theatre,721,43.6798678328407,-79.33424613862303,foursquare,art
11294,Frolick in the Face of Certain Death,826,43.71602024377182,-79.3047092517501,foursquare,art
11295,Lighthouse Productions,933,43.71602024377182,-79.3047092517501,foursquare,art
11296,Topham Corner Cafe & Diner,951,43.71602024377182,-79.3047092517501,foursquare,art
11297,First Act Productions Rehearsal Space,661,43.71101621552703,-79.30675743891624,foursquare,art
11298,Topham Corner Cafe & Diner,401,43.71101621552703,-79.30675743891624,foursquare,art
11299,First Act Productions Rehearsal Space,654,43.707517559619525,-79.30252066313936,foursquare,art
11300,Topham Corner Cafe & Diner,635,43.707517559619525,-79.30252066313936,foursquare,art
11301,Lighthouse Productions,495,43.717678679534906,-79.29961580314475,foursquare,art
11302,Royal Conservatory of Music,874,43.6603874468082,-79.39537831814152,foursquare,art
11303,Ciut 89.5 Fm,381,43.6603874468082,-79.39537831814152,foursquare,art
11304,Koerner Hall,845,43.6603874468082,-79.39537831814152,foursquare,art
11305,Hart House Theatre,359,43.6603874468082,-79.39537831814152,foursquare,art
11306,Free Times,638,43.6603874468082,-79.39537831814152,foursquare,art
11307,El Mocambo,502,43.6603874468082,-79.39537831814152,foursquare,art
11308,Isabel Bader Theatre,803,43.6603874468082,-79.39537831814152,foursquare,art
11309,Poetry Jazz Cafe,823,43.6603874468082,-79.39537831814152,foursquare,art
11310,Convocation Hall,50,43.6603874468082,-79.39537831814152,foursquare,art
11311,Grossman's Tavern,578,43.6603874468082,-79.39537831814152,foursquare,art
11312,Budweiser Stage,771,43.635200700000006,-79.41877109999999,foursquare,art
11313,Coca-Cola Coliseum,304,43.635200700000006,-79.41877109999999,foursquare,art
11314,TD Echo Beach,766,43.635200700000006,-79.41877109999999,foursquare,art
11315,Queen Elizabeth Theatre,340,43.635200700000006,-79.41877109999999,foursquare,art
11316,The Theatre Centre,963,43.635200700000006,-79.41877109999999,foursquare,art
11317,Medieval Times Dinner & Tournament,608,43.635200700000006,-79.41877109999999,foursquare,art
11318,Twist Gallery,988,43.635200700000006,-79.41877109999999,foursquare,art
11319,Bandshell Park,548,43.635200700000006,-79.41877109999999,foursquare,art
11320,JazzFM91.1,349,43.635200700000006,-79.41877109999999,foursquare,art
11321,Midway Stage,357,43.635200700000006,-79.41877109999999,foursquare,art
11322,Budweiser Stage,446,43.633352348401395,-79.41436313073005,foursquare,art
11323,TD Echo Beach,442,43.633352348401395,-79.41436313073005,foursquare,art
11324,Coca-Cola Coliseum,258,43.633352348401395,-79.41436313073005,foursquare,art
11325,Queen Elizabeth Theatre,603,43.633352348401395,-79.41436313073005,foursquare,art
11326,Medieval Times Dinner & Tournament,899,43.633352348401395,-79.41436313073005,foursquare,art
11327,Bandshell Park,729,43.633352348401395,-79.41436313073005,foursquare,art
11328,Midway Stage,52,43.633352348401395,-79.41436313073005,foursquare,art
11329,Waterfall Stage,722,43.633352348401395,-79.41436313073005,foursquare,art
11330,Vista Courtyard,571,43.633352348401395,-79.41436313073005,foursquare,art
11331,The Lounge at Live Nation,739,43.633352348401395,-79.41436313073005,foursquare,art
11332,The Dirt Underneath Actors' Space,660,43.636804,-79.40883199999999,foursquare,art
11333,Rapier Wit,787,43.636804,-79.40883199999999,foursquare,art
11334,Budweiser Stage,909,43.636804,-79.40883199999999,foursquare,art
11335,TD Echo Beach,906,43.636804,-79.40883199999999,foursquare,art
11336,Coca-Cola Coliseum,515,43.636804,-79.40883199999999,foursquare,art
11337,Midway Stage,600,43.636804,-79.40883199999999,foursquare,art
11338,The Lounge at Live Nation,915,43.636804,-79.40883199999999,foursquare,art
11339,Vista Courtyard,935,43.636804,-79.40883199999999,foursquare,art
11340,Array Music,1011,43.636804,-79.40883199999999,foursquare,art
11341,Fraser Studios,791,43.636804,-79.40883199999999,foursquare,art
11342,Srk dj service and entertainment,833,43.781877158752955,-79.41528502874928,foursquare,art
11343,Fps Entertainment,783,43.781877158752955,-79.41528502874928,foursquare,art
11344,Chick-N-Joy,129,43.665269,-79.319796,foursquare,restaurant
11345,O Sushi,300,43.665269,-79.319796,foursquare,restaurant
11346,The Burger's Priest,377,43.665269,-79.319796,foursquare,restaurant
11347,Casa Di Giorgios,399,43.665269,-79.319796,foursquare,restaurant
11348,British Style Fish & Chips,439,43.665269,-79.319796,foursquare,restaurant
11349,Omnia Coffee Roasters,522,43.665269,-79.319796,foursquare,restaurant
11350,Harvey's,400,43.665269,-79.319796,foursquare,restaurant
11351,Lake Inez,809,43.665269,-79.319796,foursquare,restaurant
11352,Udupi Palace,810,43.665269,-79.319796,foursquare,restaurant
11353,Blondies Pizza,877,43.665269,-79.319796,foursquare,restaurant
11354,Tre Mari Bakery,603,43.67142,-79.445947,foursquare,restaurant
11355,Parallel,617,43.67142,-79.445947,foursquare,restaurant
11356,The Sovereign,494,43.67142,-79.445947,foursquare,restaurant
11357,North Of Brooklyn Pizzeria,574,43.67142,-79.445947,foursquare,restaurant
11358,Rio 40 Restaurant,657,43.67142,-79.445947,foursquare,restaurant
11359,Piri-Piri,654,43.67142,-79.445947,foursquare,restaurant
11360,Morning Star Restaurant,370,43.67142,-79.445947,foursquare,restaurant
11361,California Sushi,674,43.67142,-79.445947,foursquare,restaurant
11362,King's Tacos,706,43.67142,-79.445947,foursquare,restaurant
11363,Shunoko,698,43.67142,-79.445947,foursquare,restaurant
11364,O Sushi,100,43.666224,-79.317693,foursquare,restaurant
11365,The Burger's Priest,180,43.666224,-79.317693,foursquare,restaurant
11366,Casa Di Giorgios,205,43.666224,-79.317693,foursquare,restaurant
11367,British Style Fish & Chips,281,43.666224,-79.317693,foursquare,restaurant
11368,Chick-N-Joy,319,43.666224,-79.317693,foursquare,restaurant
11369,Harvey's,209,43.666224,-79.317693,foursquare,restaurant
11370,Lake Inez,740,43.666224,-79.317693,foursquare,restaurant
11371,Udupi Palace,752,43.666224,-79.317693,foursquare,restaurant
11372,Glory Hole Doughnuts,727,43.666224,-79.317693,foursquare,restaurant
11373,Omnia Coffee Roasters,715,43.666224,-79.317693,foursquare,restaurant
11374,George Restaurant,183,43.653236,-79.376716,foursquare,restaurant
11375,The Carbon Bar,153,43.653236,-79.376716,foursquare,restaurant
11376,Bob's Bulgogi,161,43.653236,-79.376716,foursquare,restaurant
11377,Gyu-Kaku BBQ,233,43.653236,-79.376716,foursquare,restaurant
11378,Richmond Station,276,43.653236,-79.376716,foursquare,restaurant
11379,Terroni,271,43.653236,-79.376716,foursquare,restaurant
11380,Leña Restaurante,261,43.653236,-79.376716,foursquare,restaurant
11381,Sunset Grill,258,43.653236,-79.376716,foursquare,restaurant
11382,Dineen Coffee Co,346,43.653236,-79.376716,foursquare,restaurant
11383,The Chase Fish and Oyster,334,43.653236,-79.376716,foursquare,restaurant
11384,North of Brooklyn Pizzeria,73,43.663722,-79.38028800000001,foursquare,restaurant
11385,Hair of the Dog,111,43.663722,-79.38028800000001,foursquare,restaurant
11386,Golden Greek,275,43.663722,-79.38028800000001,foursquare,restaurant
11387,The Blake House,241,43.663722,-79.38028800000001,foursquare,restaurant
11388,T-Swirl Crepe,309,43.663722,-79.38028800000001,foursquare,restaurant
11389,Burrito Bandidos,306,43.663722,-79.38028800000001,foursquare,restaurant
11390,Storm Crow Manor,362,43.663722,-79.38028800000001,foursquare,restaurant
11391,Kinka Izakaya,365,43.663722,-79.38028800000001,foursquare,restaurant
11392,The Keg Steakhouse & Bar,373,43.663722,-79.38028800000001,foursquare,restaurant
11393,Kinton Ramen 5,361,43.663722,-79.38028800000001,foursquare,restaurant
11394,Mercatto,315,43.657763,-79.389165,foursquare,restaurant
11395,Koh Lipe Thai Kitchen,402,43.657763,-79.389165,foursquare,restaurant
11396,The Queen and Beaver Public House,454,43.657763,-79.389165,foursquare,restaurant
11397,Red Lobster,473,43.657763,-79.389165,foursquare,restaurant
11398,Nando's Peri-Peri,493,43.657763,-79.389165,foursquare,restaurant
11399,Prenup Pub,471,43.657763,-79.389165,foursquare,restaurant
11400,Banh Mi Boys,604,43.657763,-79.389165,foursquare,restaurant
11401,Salad King,606,43.657763,-79.389165,foursquare,restaurant
11402,JOEY Eaton Centre,614,43.657763,-79.389165,foursquare,restaurant
11403,Lebanon Express,613,43.657763,-79.389165,foursquare,restaurant
11404,Red Lobster,83,43.656729,-79.382736,foursquare,restaurant
11405,The Queen and Beaver Public House,104,43.656729,-79.382736,foursquare,restaurant
11406,JOEY Eaton Centre,98,43.656729,-79.382736,foursquare,restaurant
11407,Chipotle Mexican Grill,147,43.656729,-79.382736,foursquare,restaurant
11408,Salad King,132,43.656729,-79.382736,foursquare,restaurant
11409,Five Guys Burgers & Fries,157,43.656729,-79.382736,foursquare,restaurant
11410,Blaze Pizza,220,43.656729,-79.382736,foursquare,restaurant
11411,Banh Mi Boys,291,43.656729,-79.382736,foursquare,restaurant
11412,Paramount Fine Foods,275,43.656729,-79.382736,foursquare,restaurant
11413,Trattoria Mercatto,289,43.656729,-79.382736,foursquare,restaurant
11414,Korean Village Restaurant,33,43.664467,-79.414783,foursquare,restaurant
11415,Sunrise House,83,43.664467,-79.414783,foursquare,restaurant
11416,Yummy Korean Restaurant,68,43.664467,-79.414783,foursquare,restaurant
11417,Snakes & Lattes,136,43.664467,-79.414783,foursquare,restaurant
11418,Rustle & Still Café,137,43.664467,-79.414783,foursquare,restaurant
11419,Hancook,140,43.664467,-79.414783,foursquare,restaurant
11420,Korea House,120,43.664467,-79.414783,foursquare,restaurant
11421,Buk Chang Dong Soon Tofu,198,43.664467,-79.414783,foursquare,restaurant
11422,Tofu Village,161,43.664467,-79.414783,foursquare,restaurant
11423,Tacos El Asador,191,43.664467,-79.414783,foursquare,restaurant
11424,Black Camel,174,43.675492,-79.388858,foursquare,restaurant
11425,Crown & Dragon Pub,226,43.675492,-79.388858,foursquare,restaurant
11426,Quanto Basta,387,43.675492,-79.388858,foursquare,restaurant
11427,Blu Ristorante and Lounge,423,43.675492,-79.388858,foursquare,restaurant
11428,Café Boulud,442,43.675492,-79.388858,foursquare,restaurant
11429,Balzac's Coffee,445,43.675492,-79.388858,foursquare,restaurant
11430,Terroni,504,43.675492,-79.388858,foursquare,restaurant
11431,Trattoria Nervosa,528,43.675492,-79.388858,foursquare,restaurant
11432,Paramount Fine Foods,541,43.675492,-79.388858,foursquare,restaurant
11433,Avant Gout,384,43.675492,-79.388858,foursquare,restaurant
11434,Joso's,19,43.674991,-79.396273,foursquare,restaurant
11435,MIMI Chinese,111,43.674991,-79.396273,foursquare,restaurant
11436,5 Elements Espresso,145,43.674991,-79.396273,foursquare,restaurant
11437,Sotto Sotto Restaurant,151,43.674991,-79.396273,foursquare,restaurant
11438,Whole Hearth Bakery & Cafe,339,43.674991,-79.396273,foursquare,restaurant
11439,Playa Cabana,421,43.674991,-79.396273,foursquare,restaurant
11440,Alobar Yorkville,558,43.674991,-79.396273,foursquare,restaurant
11441,Black Camel,598,43.674991,-79.396273,foursquare,restaurant
11442,The Oxley,561,43.674991,-79.396273,foursquare,restaurant
11443,Trattoria Nervosa,607,43.674991,-79.396273,foursquare,restaurant
11444,Blu Ristorante and Lounge,73,43.671944,-79.387778,foursquare,restaurant
11445,Balzac's Coffee,70,43.671944,-79.387778,foursquare,restaurant
11446,Café Boulud,179,43.671944,-79.387778,foursquare,restaurant
11447,Paramount Fine Foods,219,43.671944,-79.387778,foursquare,restaurant
11448,Crown & Dragon Pub,178,43.671944,-79.387778,foursquare,restaurant
11449,Trattoria Nervosa,284,43.671944,-79.387778,foursquare,restaurant
11450,Pi Co,263,43.671944,-79.387778,foursquare,restaurant
11451,Yamato Japanese Restaurant,298,43.671944,-79.387778,foursquare,restaurant
11452,Flo's Diner,258,43.671944,-79.387778,foursquare,restaurant
11453,KOKO! Share Bar,312,43.671944,-79.387778,foursquare,restaurant
11454,Lady Marmalade,100,43.662365,-79.351104,foursquare,restaurant
11455,St John's Bakery,239,43.662365,-79.351104,foursquare,restaurant
11456,Hanoi 3 Seasons,366,43.662365,-79.351104,foursquare,restaurant
11457,Pho House,376,43.662365,-79.351104,foursquare,restaurant
11458,White Lily Diner,410,43.662365,-79.351104,foursquare,restaurant
11459,Andrea's Gerrard St. Bakery,390,43.662365,-79.351104,foursquare,restaurant
11460,La Carnita,428,43.662365,-79.351104,foursquare,restaurant
11461,Tung Hing Bakery Company Ltd,333,43.662365,-79.351104,foursquare,restaurant
11462,Boxcar Social,449,43.662365,-79.351104,foursquare,restaurant
11463,Blackbird Baking Co,474,43.662365,-79.351104,foursquare,restaurant
11464,Chotto Matte,75,43.646144,-79.377962,foursquare,restaurant
11465,Biff's Bistro,167,43.646144,-79.377962,foursquare,restaurant
11466,Ki Modern Japanese + Bar,165,43.646144,-79.377962,foursquare,restaurant
11467,Mos Mos Coffee,232,43.646144,-79.377962,foursquare,restaurant
11468,The Keg Steakhouse + Bar,264,43.646144,-79.377962,foursquare,restaurant
11469,Canoe Restaurant & Bar,306,43.646144,-79.377962,foursquare,restaurant
11470,Cantina Mercatto,253,43.646144,-79.377962,foursquare,restaurant
11471,Fresh Kitchen + Juice Bar Front,337,43.646144,-79.377962,foursquare,restaurant
11472,McCafé,312,43.646144,-79.377962,foursquare,restaurant
11473,Beer Bistro,368,43.646144,-79.377962,foursquare,restaurant
11474,Hanoi 3 Seasons,542,43.663993,-79.35853399999999,foursquare,restaurant
11475,Tung Hing Bakery Company Ltd,500,43.663993,-79.35853399999999,foursquare,restaurant
11476,Pho House,598,43.663993,-79.35853399999999,foursquare,restaurant
11477,Lady Marmalade,570,43.663993,-79.35853399999999,foursquare,restaurant
11478,Andrea's Gerrard St. Bakery,665,43.663993,-79.35853399999999,foursquare,restaurant
11479,Rooster Coffee House,721,43.663993,-79.35853399999999,foursquare,restaurant
11480,House on Parliament,750,43.663993,-79.35853399999999,foursquare,restaurant
11481,The Epicure Shop,744,43.663993,-79.35853399999999,foursquare,restaurant
11482,Blackbird Baking Co,796,43.663993,-79.35853399999999,foursquare,restaurant
11483,St John's Bakery,784,43.663993,-79.35853399999999,foursquare,restaurant
11484,Page One Cafe,119,43.657266,-79.374756,foursquare,restaurant
11485,Kyoto Katsugyu,123,43.657266,-79.374756,foursquare,restaurant
11486,Hokkaido Ramen Santouka,245,43.657266,-79.374756,foursquare,restaurant
11487,George Restaurant,436,43.657266,-79.374756,foursquare,restaurant
11488,Blaze Pizza,430,43.657266,-79.374756,foursquare,restaurant
11489,The Carbon Bar,448,43.657266,-79.374756,foursquare,restaurant
11490,Kinka Izakaya,497,43.657266,-79.374756,foursquare,restaurant
11491,Five Guys Burgers & Fries,490,43.657266,-79.374756,foursquare,restaurant
11492,Chipotle Mexican Grill,496,43.657266,-79.374756,foursquare,restaurant
11493,Kinton Ramen 5,499,43.657266,-79.374756,foursquare,restaurant
11494,Batifole Restaurant,171,43.6672144,-79.3452697,foursquare,restaurant
11495,The Real Jerk Restaurant,203,43.6672144,-79.3452697,foursquare,restaurant
11496,Maple Leaf Tavern,432,43.6672144,-79.3452697,foursquare,restaurant
11497,Riverdale Perk,458,43.6672144,-79.3452697,foursquare,restaurant
11498,Rooster Coffee House,668,43.6672144,-79.3452697,foursquare,restaurant
11499,Lady Marmalade,670,43.6672144,-79.3452697,foursquare,restaurant
11500,Reliable Halibut & Chips,785,43.6672144,-79.3452697,foursquare,restaurant
11501,Boxcar Social,842,43.6672144,-79.3452697,foursquare,restaurant
11502,Tabule,836,43.6672144,-79.3452697,foursquare,restaurant
11503,La Carnita,859,43.6672144,-79.3452697,foursquare,restaurant
11504,The Sovereign,116,43.673939000000004,-79.441159,foursquare,restaurant
11505,Marcello's Pizzeria,470,43.673939000000004,-79.441159,foursquare,restaurant
11506,Shunoko,459,43.673939000000004,-79.441159,foursquare,restaurant
11507,King's Tacos,492,43.673939000000004,-79.441159,foursquare,restaurant
11508,Parallel,528,43.673939000000004,-79.441159,foursquare,restaurant
11509,Pizza e Pazzi,478,43.673939000000004,-79.441159,foursquare,restaurant
11510,Desotos,534,43.673939000000004,-79.441159,foursquare,restaurant
11511,North Of Brooklyn Pizzeria,518,43.673939000000004,-79.441159,foursquare,restaurant
11512,Big Slice Pizza & Pasta,486,43.673939000000004,-79.441159,foursquare,restaurant
11513,Rio 40 Restaurant,559,43.673939000000004,-79.441159,foursquare,restaurant
11514,Reliable Halibut & Chips,327,43.657990999999996,-79.340075,foursquare,restaurant
11515,Purple Penguin Cafe,324,43.657990999999996,-79.340075,foursquare,restaurant
11516,Eastside Social,373,43.657990999999996,-79.340075,foursquare,restaurant
11517,Brick Street Breads,357,43.657990999999996,-79.340075,foursquare,restaurant
11518,Baldini,377,43.657990999999996,-79.340075,foursquare,restaurant
11519,Tabule,539,43.657990999999996,-79.340075,foursquare,restaurant
11520,Bonjour Brioche,534,43.657990999999996,-79.340075,foursquare,restaurant
11521,Boxcar Social,579,43.657990999999996,-79.340075,foursquare,restaurant
11522,Ascari Enoteca,584,43.657990999999996,-79.340075,foursquare,restaurant
11523,Kristapsons Inc,542,43.657990999999996,-79.340075,foursquare,restaurant
11524,Blondies Pizza,100,43.66745,-79.329408,foursquare,restaurant
11525,Tea N Bannock,430,43.66745,-79.329408,foursquare,restaurant
11526,Maha's Fine Egyptian Cuisine,484,43.66745,-79.329408,foursquare,restaurant
11527,Le Conciliabule,456,43.66745,-79.329408,foursquare,restaurant
11528,Gio Rana's Really Really Nice Restaurant,461,43.66745,-79.329408,foursquare,restaurant
11529,Omnia Coffee Roasters,460,43.66745,-79.329408,foursquare,restaurant
11530,Descendant Detroit Style Pizza,569,43.66745,-79.329408,foursquare,restaurant
11531,Completo,660,43.66745,-79.329408,foursquare,restaurant
11532,Kibo Sushi House,596,43.66745,-79.329408,foursquare,restaurant
11533,Great Burger Kitchen,558,43.66745,-79.329408,foursquare,restaurant
11534,Tropical Joe's,312,43.672453000000004,-79.338259,foursquare,restaurant
11535,Maple Leaf Tavern,487,43.672453000000004,-79.338259,foursquare,restaurant
11536,La Cubana,418,43.672453000000004,-79.338259,foursquare,restaurant
11537,Great Burger Kitchen,409,43.672453000000004,-79.338259,foursquare,restaurant
11538,Pizza Pide,518,43.672453000000004,-79.338259,foursquare,restaurant
11539,The Shmooz,511,43.672453000000004,-79.338259,foursquare,restaurant
11540,The Real Jerk Restaurant,640,43.672453000000004,-79.338259,foursquare,restaurant
