,free_bikes,rating,review_count,distance,total
875,0,3.5,132,37.55789158307756,173
876,0,4.5,7,97.84916550387017,173
877,0,3.5,55,853.6968486256877,173
878,0,3.5,67,30.40894630160396,173
879,0,3.5,110,176.82485682300305,173
880,1,4.5,3,292.30430486928,169
881,1,4.5,24,222.5441620839891,169
882,1,4.5,24,263.72150224167376,169
883,1,4.5,22,789.1037916039344,169
884,1,4.5,24,205.15728067448742,169
885,1,5.0,1,174.31959788280975,169
886,1,4.5,49,333.33262127770695,169
887,1,4.5,146,751.7919053297069,169
888,1,4.5,9,910.4111087883953,169
889,1,4.5,87,718.7436792865758,169
890,1,4.0,350,866.6406360364795,169
891,1,3.5,27,248.29464301118637,169
892,1,4.5,3,1048.000026338357,169
893,1,3.5,35,224.11687154352842,169
894,1,5.0,12,1047.3688570753548,169
895,1,4.0,38,941.2953585437276,169
896,1,4.0,264,783.0268283920616,169
897,1,3.5,35,401.344544477232,169
898,1,4.0,91,843.8066085395477,169
899,1,4.0,28,904.1404126900408,169
901,0,4.5,24,261.313062671353,401
902,0,4.5,51,633.5443698484178,401
903,0,4.0,22,357.2311198858954,401
904,0,4.0,184,237.01658904532863,401
905,0,4.0,4,315.60494240202337,401
906,0,4.5,114,587.4122145471026,401
907,0,3.5,296,142.80653568189268,401
908,0,4.0,320,339.45310101496483,401
909,0,4.0,27,14.100022057498913,401
910,0,4.0,93,305.13599097914033,401
912,0,4.0,78,371.21954275849373,401
913,0,4.0,10,448.4370897944913,401
914,0,4.5,13,410.20558955210055,401
915,0,4.0,207,201.70697981388568,401
916,0,4.0,11,302.9736679943802,401
917,0,4.0,5,480.5262897528872,401
918,0,4.5,43,513.5465905463691,401
919,0,4.0,14,448.61270517768133,401
920,2,4.5,51,372.8911915225994,446
921,2,4.0,169,32.025438920777376,446
922,2,4.0,5,155.71057215760004,446
923,2,4.0,4,120.01545062924448,446
924,2,4.0,320,157.94543976128668,446
926,2,4.0,10,209.90448655270652,446
927,2,4.0,93,96.23679702991065,446
928,2,4.5,43,268.18964999872867,446
929,2,4.5,13,61.594503167513906,446
930,2,4.0,78,133.8980202440236,446
931,2,3.5,296,270.1187878589608,446
932,2,4.0,11,98.66161255607977,446
933,2,4.0,14,211.44299736246646,446
934,2,4.0,22,625.0564864268429,446
935,2,4.5,24,634.2680028847761,446
936,2,4.0,8,180.62175739395676,446
938,2,4.0,150,41.427427549498454,446
939,2,4.0,135,270.36660451107855,446
941,4,4.5,273,592.7425473780111,1100
943,4,4.5,305,587.4859664622284,1100
944,4,4.5,163,466.59667505877053,1100
945,4,4.5,17,483.12724973513394,1100
946,4,4.5,38,675.1008202887389,1100
947,4,4.0,109,106.2327430372798,1100
950,4,4.0,207,261.56920056388253,1100
951,4,4.0,14,222.667945228481,1100
952,4,4.0,245,220.7064375383613,1100
953,4,4.0,330,324.6873041523564,1100
954,4,4.0,38,905.0559525255072,1100
955,4,4.5,28,855.8326021459317,1100
956,4,4.0,128,672.9943027373821,1100
957,4,4.0,220,269.0839284500262,1100
958,4,4.0,45,262.053348551739,1100
959,4,4.5,314,465.0096629261702,1100
960,9,4.5,29,592.7887118414923,71
961,9,4.5,44,598.2928751091624,71
962,9,4.0,88,531.6450947497431,71
963,9,4.0,36,609.8355901582697,71
964,9,4.0,63,834.288539730037,71
965,9,4.0,86,349.2533331432657,71
966,9,4.0,46,521.8398751888409,71
967,9,4.5,56,907.1716525974476,71
968,9,4.0,92,57.85000289414894,71
969,9,3.5,11,179.95583554458398,71
970,9,4.5,141,533.8944475441215,71
971,9,3.5,77,265.01499921247034,71
972,9,4.0,54,1102.845260186782,71
973,9,4.0,135,229.21061615194756,71
974,9,4.0,87,1028.8566169928768,71
975,9,3.5,47,142.98542483026532,71
976,9,4.0,26,121.50436473835276,71
977,9,4.0,3,724.686697389789,71
978,9,4.5,32,639.5102754433483,71
979,9,5.0,1,610.1273884055075,71
980,15,4.5,29,911.7015863780949,88
981,15,4.0,63,671.333216675707,88
982,15,4.0,75,235.57191341576356,88
983,15,4.5,44,908.2065654015504,88
984,15,4.5,16,475.4514569837468,88
985,15,4.0,36,895.0041256849721,88
986,15,4.5,56,597.3822324649182,88
987,15,4.5,95,885.695803663816,88
988,15,4.0,42,441.79054181124167,88
989,15,4.5,4,966.9644201846153,88
991,15,4.0,46,983.0192187780002,88
993,15,4.0,53,424.946963851977,88
994,15,5.0,4,848.2284205848697,88
995,15,4.5,2,999.8500762320987,88
996,15,4.0,3,780.3387614485753,88
997,15,4.0,47,834.8754632401741,88
998,15,4.0,7,662.2162059578444,88
999,15,4.5,3,269.02910098329073,88
1000,9,4.0,88,363.8679041812594,43
1001,9,4.5,141,378.743739890554,43
1002,9,4.0,87,728.5519969506174,43
1003,9,4.0,86,792.8184176991757,43
1004,9,3.5,77,354.50376311852585,43
1005,9,4.5,39,615.277148701185,43
1006,9,4.5,32,436.4309164096729,43
1007,9,4.0,46,938.826018615027,43
1008,9,4.0,92,544.0842654363206,43
1009,9,4.0,15,629.7413615887327,43
1011,9,4.0,38,368.2168958023575,43
1012,9,3.5,58,376.5100899266652,43
1013,9,3.5,11,647.5944016103841,43
1014,9,4.0,135,687.6812549107617,43
1015,9,4.0,90,428.77555695088563,43
1016,9,4.0,26,596.0779832057071,43
1019,9,5.0,5,465.9482995361333,43
1020,13,4.5,16,440.5481092623848,54
1021,13,4.0,75,451.63350757459887,54
1022,13,4.0,63,1129.239401000693,54
1023,13,4.5,56,1044.2027650283328,54
1025,13,4.5,2,762.5897666966914,54
1028,13,3.5,4,418.45393848624144,54
1029,13,4.0,53,670.3757645365632,54
1030,13,4.5,31,822.5611479794671,54
1031,13,4.0,20,758.7596336425843,54
1032,13,4.0,3,1228.3588067030396,54
1033,13,4.0,42,908.954410791168,54
1035,13,4.0,61,432.8246143087314,54
1036,13,4.5,3,450.93460699132964,54
1037,13,3.5,58,392.2018056305004,54
1038,13,4.0,7,1096.800992473998,54
1039,13,4.0,57,552.8913762699303,54
1040,7,4.5,150,490.40585304347917,150
1041,7,4.5,8,464.8845317626426,150
1042,7,4.5,59,661.7344952581324,150
1043,7,4.0,317,652.8020065748418,150
1044,7,5.0,13,492.3714236075148,150
1045,7,4.5,10,952.842963926122,150
1046,7,5.0,52,1263.3922085845156,150
1047,7,4.5,18,568.985416464787,150
1048,7,4.0,17,743.6517759181494,150
1050,7,4.5,30,975.6018702115593,150
1051,7,5.0,14,984.5804895519904,150
1052,7,4.5,63,518.0052854272625,150
1053,7,3.5,161,487.19752381267756,150
1054,7,4.0,89,1025.3695799317866,150
1055,7,4.5,51,535.2546599772882,150
1056,7,4.5,6,795.9540097076159,150
1057,7,4.5,15,1000.2978734412284,150
1058,7,4.0,1,491.26621575841176,150
1059,7,4.0,38,952.3281400276179,150
1060,9,4.0,108,223.70632009857067,314
1061,9,4.0,13,196.86409533320668,314
1062,9,4.0,330,246.94704724889007,314
1063,9,4.5,16,261.76291693328164,314
1064,9,4.0,3,214.5110878337157,314
1065,9,4.0,124,198.67997571445665,314
1066,9,4.0,244,205.50005000666619,314
1067,9,4.0,243,319.50175903418227,314
1068,9,4.0,238,214.3849695657933,314
1069,9,4.5,57,398.16233388786463,314
1070,9,4.0,175,255.09894258841857,314
1071,9,4.0,214,255.09892578769333,314
1072,9,4.5,10,511.39688149320193,314
1074,9,4.0,41,378.95766255405334,314
1075,9,4.0,24,450.05775098728236,314
1076,9,4.5,23,249.9380318040622,314
1077,9,4.0,85,312.0403753022099,314
1078,9,4.0,233,687.3775888434909,314
1079,9,4.0,41,445.1268153609173,314
1080,21,4.5,76,244.36073247686173,1100
1083,21,4.5,22,252.008771856145,1100
1084,21,4.0,38,687.6428720245476,1100
1085,21,4.0,63,74.81514210845508,1100
1086,21,4.5,44,509.5991331601956,1100
1087,21,5.0,34,209.5388950314341,1100
1091,21,4.0,13,526.8921644933071,1100
1092,21,4.0,120,310.6117621884325,1100
1094,21,4.5,12,234.7878470532396,1100
1095,21,4.5,210,363.2280084343257,1100
1096,21,4.5,5,143.0549214599483,1100
1098,21,4.0,322,664.9817472629443,1100
1099,21,4.0,156,432.5702745866234,1100
1100,1,4.5,330,844.3742218329346,300
1101,1,4.5,114,636.6548461148726,300
1103,1,4.5,36,402.6142574472615,300
1104,1,4.5,60,401.3980069171385,300
1105,1,4.0,210,656.35517278425,300
1106,1,5.0,2,759.5160039122666,300
1107,1,4.0,318,507.3641781085206,300
1108,1,4.0,222,645.4293885884579,300
1109,1,4.5,39,551.1491112965253,300
1110,1,4.5,17,500.8107926099338,300
1111,1,4.0,77,435.6498768257357,300
1112,1,5.0,1,672.7246386960583,300
1114,1,4.5,193,890.129548346005,300
1115,1,4.5,84,667.3932198381984,300
1117,1,5.0,1,486.5660913666503,300
1118,1,5.0,1,444.30220032447716,300
1119,1,4.5,24,955.5928722401718,300
1120,7,4.0,222,488.2920870634266,92
1121,7,4.0,210,472.1241282135962,92
1122,7,4.5,36,449.1046363284845,92
1123,7,4.0,5,485.92279897427056,92
1124,7,5.0,12,584.0504918330853,92
1125,7,4.5,39,800.9695485556316,92
1126,7,4.5,20,436.9447813492532,92
1127,7,4.5,84,810.5647059234612,92
1128,7,4.5,122,655.3863180066699,92
1129,7,4.0,13,772.2083931930414,92
1130,7,4.0,69,472.1241282135962,92
1131,7,5.0,5,744.5115817216007,92
1132,7,3.5,45,513.8554534395861,92
1133,7,5.0,15,1068.8841498729182,92
1134,7,4.0,49,735.3161868712488,92
1135,7,3.5,356,561.534112571651,92
1136,7,3.5,165,557.3958765631639,92
1137,7,4.5,7,800.9695485556316,92
1138,7,4.5,64,833.9751454513463,92
1140,19,4.0,243,283.8848688984706,216
1142,19,4.0,308,370.1905130740248,216
1143,19,4.5,23,652.9981374088653,216
1144,19,4.0,108,487.72011476792505,216
1145,19,4.0,13,496.2038497182517,216
1146,19,4.5,74,508.8158904837178,216
1147,19,4.5,85,486.0727856365142,216
1148,19,4.0,214,464.27021009547536,216
1149,19,4.0,3,445.8402060823858,216
1150,19,4.5,131,597.5873427463406,216
1151,19,4.0,41,425.6931067490281,216
1152,19,4.0,330,812.8892628246039,216
1154,19,4.5,83,186.1717650758476,216
1155,19,4.0,104,151.37251560181508,216
1156,19,3.5,179,224.661328004692,216
1157,19,3.5,23,187.28534624661302,216
1158,19,4.0,19,187.24077026201616,216
1159,19,4.0,13,475.242891687656,216
1160,0,5.0,15,445.2214331590786,216
1161,0,5.0,10,313.12020813436334,216
1162,0,5.0,12,249.32838733715963,216
1163,0,4.0,222,820.4606457464795,216
1164,0,5.0,28,426.0296656659941,216
1165,0,4.5,84,597.1292294750021,216
1166,0,5.0,3,738.7595951396158,216
1167,0,4.5,116,792.6723888614864,216
1168,0,4.5,85,730.9611194244676,216
1169,0,4.5,92,758.5617433199018,216
1170,0,4.0,276,803.3701351345383,216
1171,0,5.0,4,718.1871850619989,216
1172,0,4.0,5,588.4840279215533,216
1173,0,4.5,256,919.4894025023398,216
1174,0,4.5,2,800.0185946684279,216
1176,0,4.5,64,634.3579526582229,216
1177,0,4.5,3,114.99094484516407,216
1178,0,4.0,210,848.20125858554,216
1179,0,4.0,86,629.3220479918588,216
1180,2,4.5,65,401.9733167053938,109
1181,2,4.5,54,339.5251739657943,109
1182,2,4.5,22,341.4812412181167,109
1183,2,4.5,52,224.12364233461182,109
1184,2,3.5,104,265.02287207593764,109
1185,2,3.5,57,174.19653088623062,109
1186,2,4.0,136,260.42776622136824,109
1187,2,5.0,4,18.874982820538577,109
1188,2,5.0,5,445.2719558097963,109
1190,2,4.5,36,600.5334458895246,109
1191,2,3.5,56,214.25445334191718,109
1192,2,4.0,9,446.2633283356111,109
1193,2,4.0,75,187.81549886322207,109
1194,2,3.5,47,174.02354881588627,109
1195,2,4.5,6,453.970478213935,109
1196,2,4.0,82,186.10369374055446,109
1197,2,4.0,180,368.33056063014334,109
1198,2,3.5,43,446.9043563543744,109
1199,2,5.0,8,268.6578129143658,109
1200,2,4.0,210,438.68965316870424,101
1201,2,4.5,39,82.4295621916055,101
1202,2,4.0,222,467.1817586115731,101
1203,2,4.0,13,81.17886280400836,101
1204,2,4.5,7,82.4295621916055,101
1205,2,3.5,165,318.81132902544965,101
1207,2,4.5,122,157.966476376509,101
1208,2,3.5,356,327.5003391621844,101
1209,2,4.0,49,196.07325457939584,101
1210,2,4.0,69,438.68965316870424,101
1211,2,4.5,29,708.8469780358628,101
1212,2,4.0,45,269.41787076297277,101
1213,2,4.5,20,656.002727479066,101
1214,2,4.5,38,851.7661991817944,101
1216,2,4.5,114,1040.5306999465772,101
1217,2,4.5,339,852.2335564276898,101
1218,2,4.0,16,262.58562163920294,101
1219,2,4.5,173,879.8602019839064,101
1220,2,4.0,222,259.73447847123765,94
1221,2,4.0,210,223.02890884326075,94
1222,2,4.5,39,317.56517827828554,94
1223,2,4.0,13,287.5744919532615,94
1224,2,4.5,122,174.23382163899169,94
1225,2,4.0,49,341.6472322771561,94
1227,2,4.5,84,704.7698835189345,94
1228,2,4.5,7,317.56517827828554,94
1229,2,4.0,5,474.5449460016383,94
1230,2,3.5,165,283.92325490914465,94
1231,2,4.0,69,223.02890884326075,94
1232,2,3.5,356,295.47059798709284,94
1233,2,4.5,20,422.62487013445985,94
1234,2,4.5,64,705.5306866529054,94
1235,2,3.5,45,492.2580030454145,94
1236,2,4.0,16,148.87982041179933,94
1237,2,5.0,12,828.5055949539621,94
1238,2,4.5,36,808.9566586470391,94
1239,2,4.0,45,533.5114269104505,94
1240,1,4.0,222,251.09213911317937,157
1241,1,4.0,210,250.07741597190883,157
1242,1,4.5,84,544.1592811534833,157
1243,1,4.0,5,219.9709429498547,157
1244,1,4.5,39,677.7482454334793,157
1245,1,5.0,12,460.5907492971085,157
1246,1,4.5,20,166.8922310726389,157
1247,1,4.5,64,565.468370668471,157
1248,1,4.0,69,250.07741597190883,157
1249,1,4.5,122,511.3233559927143,157
1250,1,4.0,13,643.8935447633662,157
1251,1,3.5,45,248.17427299382086,157
1252,1,4.5,36,718.2089967878258,157
1254,1,4.0,49,707.2675908255574,157
1255,1,4.5,7,677.7482454334793,157
1256,1,5.0,15,1030.255244163366,157
1257,1,3.5,35,246.7654700706748,157
1258,1,3.5,165,582.9296370726789,157
1260,3,4.5,3,820.3035448452281,134
1262,3,4.5,24,796.4285721263714,134
1263,3,4.5,22,1031.4863402609801,134
1264,3,4.5,24,762.3151293346484,134
1265,3,4.0,392,885.0007633185986,134
1266,3,4.5,24,708.0677703266671,134
1267,3,4.0,350,924.4573835951364,134
1268,3,4.5,146,1054.8016922025547,134
1269,3,3.5,6,991.4723967697053,134
1270,3,4.0,264,905.7503000323863,134
1271,3,5.0,52,899.892807975458,134
1272,3,4.0,89,880.1918407688844,134
1273,3,4.5,24,906.477631098092,134
1274,3,4.5,31,905.4158146579957,134
1275,3,5.0,2,1023.5489448435187,134
1276,3,4.5,87,1085.0439582955262,134
1277,3,4.5,124,936.2458064888962,134
1278,3,4.5,36,929.2815725811912,134
1279,3,4.5,49,752.2339326137019,134
1280,2,4.5,3,856.6917573407509,68
1281,2,4.0,38,169.38784791478076,68
1282,2,4.5,24,850.1703905074285,68
1283,2,4.5,24,842.7342337149538,68
1284,2,4.0,21,321.17117230392404,68
1285,2,4.5,24,698.2995933659324,68
1286,2,4.0,18,325.8794959570688,68
1287,2,4.5,2,634.0496697872279,68
1288,2,4.5,49,629.9556514453473,68
1290,2,4.0,86,786.6021015631939,68
1291,2,4.5,199,1274.2038850985045,68
1292,2,3.5,35,607.9199569998326,68
1294,2,4.5,17,1207.8204670712682,68
1295,2,3.5,27,650.6325729600904,68
1296,2,3.5,44,444.422975532564,68
1297,2,5.0,1,730.2305066407982,68
1298,2,3.5,35,719.4077245394818,68
1299,2,4.0,144,1165.081883202636,68
1300,4,4.0,67,531.732941426666,298
1301,4,4.0,153,484.2687505081796,298
1302,4,4.0,39,275.5829324006457,298
1303,4,5.0,1,247.36857337985737,298
1304,4,4.0,14,143.44126711806356,298
1305,4,5.0,9,404.4097724345312,298
1307,4,4.5,14,375.9738441248629,298
1308,4,4.5,28,816.2573528296788,298
1310,4,4.5,102,586.2671957532089,298
1312,4,4.0,301,294.9488758692987,298
1313,4,4.5,292,254.0424758084322,298
1315,4,4.0,110,302.8486426752229,298
1316,4,3.5,212,391.36473675395325,298
1318,4,4.5,24,442.81248869778335,298
1319,4,5.0,3,816.6392246137517,298
1320,0,4.0,9,403.27593992300524,12
1322,0,4.5,383,1120.374032370502,12
1323,0,4.5,26,1106.774364031053,12
1324,0,4.0,22,1233.7229631898233,12
1325,0,5.0,5,1222.5923153033254,12
1326,0,4.5,17,1253.1529599800951,12
1327,0,4.5,18,1264.40930836842,12
1329,0,3.5,4,1228.402681828123,12
1332,6,4.0,27,465.945914973794,258
1333,6,4.5,131,332.1386393168277,258
1335,6,4.0,175,336.9939514366991,258
1336,6,4.5,23,678.6532999709855,258
1337,6,4.5,289,316.09617807695116,258
1338,6,4.5,24,377.85785549607033,258
1339,6,4.5,22,298.1941224631281,258
1340,6,4.5,20,583.0297952689648,258
1341,6,4.5,85,688.6628364648683,258
1342,6,4.0,107,577.2210096869708,258
1343,6,4.5,61,746.5795356662953,258
1344,6,5.0,4,896.743161871431,258
1345,6,4.0,24,238.01282367097656,258
1346,6,3.5,6,284.35128122379405,258
1347,6,4.0,233,838.4928590164312,258
1348,6,4.0,30,551.1814494581305,258
1349,6,5.0,8,734.889318643936,258
1350,6,4.5,128,552.3969493029251,258
1351,6,4.0,27,655.4494572881438,258
1352,4,4.5,273,642.7872016995276,1200
1354,4,4.5,305,221.10271428182068,1200
1355,4,4.5,163,179.40160492864933,1200
1358,4,4.5,17,507.3585958553645,1200
1360,4,4.0,330,236.1148241894524,1200
1361,4,4.5,348,221.62167694459603,1200
1362,4,5.0,27,818.4592711014328,1200
1363,4,4.5,28,796.1700094847148,1200
1364,4,5.0,3,58.91156377241178,1200
1366,4,3.5,196,37.09969006174707,1200
1367,4,4.0,245,320.5767106272978,1200
1368,4,4.5,314,395.02157609103347,1200
1369,4,4.0,220,237.60577181764785,1200
1370,4,4.5,83,700.7964738594679,1200
1371,4,4.0,109,510.70364759082634,1200
1372,4,4.5,191,532.3703205569801,130
1373,4,4.0,44,207.1562069628484,130
1374,4,5.0,8,672.6072399178023,130
1375,4,4.0,44,811.5534820735971,130
1376,4,4.5,48,665.3054711251216,130
1377,4,4.0,63,683.7200435514967,130
1378,4,3.5,3,207.04998598448987,130
1379,4,4.0,2,573.74103175071,130
1380,4,3.5,52,592.386355529597,130
1381,4,4.5,36,718.8421213250363,130
1382,4,4.0,81,812.5225245283858,130
1383,4,4.0,5,529.0008558405377,130
1384,4,4.0,106,849.2644022062343,130
1385,4,4.5,7,842.7629355465166,130
1386,4,4.0,11,855.0662845018202,130
1387,4,4.5,38,763.2321882185968,130
1388,4,5.0,1,532.3703205569801,130
1389,4,4.0,11,620.1953746109929,130
1390,4,4.0,45,893.365120307965,130
1391,4,3.5,26,645.3118111326502,130
1393,3,4.0,38,585.4094810049248,893
1395,3,4.5,38,533.1728620802613,893
1396,3,4.0,128,164.88378455774975,893
1397,3,4.5,28,809.5909580138057,893
1398,3,3.5,239,291.8961195425364,893
1399,3,4.5,17,604.047067461024,893
1401,3,4.0,35,81.84358086986538,893
1402,3,3.5,206,26.779636412389827,893
1405,3,4.0,322,567.86150618902,893
1406,3,4.0,207,393.9348708248857,893
1407,3,4.0,17,269.92549440469463,893
1409,3,4.0,387,412.9280870976944,893
1411,3,4.0,109,484.12083681248464,893
1412,9,4.5,273,128.18371363619377,766
1414,9,4.5,17,59.16334729423329,766
1416,9,4.5,305,372.52279482692916,766
1417,9,4.5,28,325.8983093637717,766
1420,9,4.0,52,529.4038266508486,766
1422,9,4.0,47,347.7539687206675,766
1423,9,4.5,163,654.8400957942147,766
1424,9,3.5,193,82.70468721710616,766
1426,9,4.0,356,374.09909585431177,766
1428,9,4.0,330,339.2581740744588,766
1429,9,4.0,38,33.5997873807749,766
1430,9,4.5,348,372.1344321568551,766
1432,6,4.0,27,821.3356673602523,236
1433,6,4.0,175,708.3659564939695,236
1434,6,4.5,131,621.3269818742182,236
1436,6,4.5,22,595.3692328206221,236
1437,6,4.0,137,530.9753263335141,236
1438,6,4.5,276,759.2187453787724,236
1439,6,3.5,85,555.2915945197343,236
1440,6,4.5,289,692.9235314978768,236
1441,6,4.5,128,346.99341400748057,236
1442,6,4.5,22,623.9936394562066,236
1443,6,4.5,24,723.1240085034892,236
1444,6,4.0,26,570.0955793241337,236
1445,6,4.0,73,606.9508937401422,236
1446,6,4.5,20,545.3183270789295,236
1447,6,4.5,13,331.72538937290636,236
1448,6,4.5,3,596.7720960261036,236
1449,6,4.0,245,353.78800673392715,236
1450,6,4.0,44,531.3777477578583,236
1451,6,4.0,24,658.9479426973082,236
1452,2,4.5,26,85.34624702828903,226
1453,2,5.0,76,31.184780762315317,226
1454,2,4.0,22,28.70246713425037,226
1455,2,3.5,45,75.55069418241222,226
1456,2,4.0,22,61.446643996895226,226
1458,2,4.5,383,139.13642891528994,226
1459,2,3.5,34,246.7576188047626,226
1460,2,3.5,123,52.103693611038196,226
1461,2,3.5,116,263.8094117366258,226
1463,2,4.5,38,654.2058514382751,226
1464,2,4.5,173,572.1302906961274,226
1466,2,4.5,29,655.5672309273513,226
1467,2,4.5,24,935.7417334074576,226
1468,2,4.0,184,862.9474832011134,226
1469,2,4.0,16,418.60955496755616,226
1470,2,4.0,86,623.0727257173825,226
1471,2,4.0,5,638.5100122709083,226
1472,15,4.0,330,357.5787772646845,409
1473,15,4.5,57,68.28073286085689,409
1474,15,4.5,16,360.6783536758709,409
1475,15,4.0,85,92.07744910411408,409
1476,15,4.0,124,349.44933205424337,409
1477,15,4.5,10,532.9832914646706,409
1478,15,4.5,23,141.79155948504948,409
1479,15,4.0,238,364.50042957592166,409
1480,15,4.0,13,576.419801295717,409
1481,15,4.0,175,363.53053002094924,409
1482,15,4.0,244,341.51087416348116,409
1483,15,4.0,108,602.1763236401498,409
1484,15,4.0,41,427.58682187368487,409
1485,15,4.0,24,484.29876986741,409
1486,15,4.0,82,511.79579763481036,409
1487,15,4.5,126,655.591261834986,409
1488,15,4.5,33,614.9560408524625,409
1489,15,4.0,233,760.4737078218013,409
1491,15,4.0,39,95.69986786571751,409
1492,2,4.0,27,99.59880703822691,314
1493,2,4.5,61,199.8571589624097,314
1494,2,4.5,20,31.23763641157073,314
1495,2,4.0,107,38.45319737233075,314
1496,2,4.0,175,283.0322442192258,314
1497,2,4.0,233,293.25096396364717,314
1498,2,4.5,24,234.87043876090482,314
1499,2,4.5,289,317.9078732531544,314
1500,2,4.0,321,86.9170432402565,314
1501,2,4.0,27,103.27490384004592,314
1502,2,4.5,10,491.5929363012622,314
1504,2,4.0,330,660.169609802796,314
1505,2,4.0,24,524.0698568178111,314
1506,2,4.0,108,715.5637833601872,314
1507,2,4.5,22,492.66460806831344,314
1508,2,3.5,48,127.14673049223907,314
1509,2,4.5,131,685.4779534430461,314
1510,2,4.0,137,468.44182971033615,314
1511,2,4.0,41,572.5734963259465,314
1512,21,4.0,67,629.0997871599018,210
1513,21,4.5,10,124.18524479187498,210
1514,21,5.0,3,523.2536604891411,210
1515,21,4.0,39,755.6596236480887,210
1516,21,5.0,9,669.9985586713635,210
1517,21,5.0,1,863.4799623022236,210
1518,21,4.5,14,684.9315589706256,210
1519,21,4.5,147,827.0197419823869,210
1520,21,4.0,17,552.4625866498732,210
1521,21,4.5,59,635.8066567908478,210
1523,21,4.5,24,534.1755434573256,210
1524,21,4.0,317,652.4482814557182,210
1525,21,4.5,125,897.0295954142424,210
1526,21,4.5,8,918.3291253756329,210
1527,21,4.5,8,551.9696278861445,210
1528,21,5.0,1,567.9981758585927,210
1530,21,4.0,1,902.4090958192046,210
1531,21,4.5,13,947.5564363437062,210
1552,4,4.5,81,386.668844328462,161
1553,4,4.5,62,718.9662436399221,161
1554,4,4.0,87,360.61891641649146,161
1555,4,4.0,39,47.61951355421574,161
1556,4,4.0,27,459.80904202055007,161
1557,4,4.5,13,500.2107739151525,161
1558,4,4.0,202,240.60474899508839,161
1559,4,4.5,8,557.2483006599888,161
1560,4,4.0,74,62.66017060819014,161
1561,4,4.0,101,715.8741656267641,161
1562,4,4.5,147,627.0469757219986,161
1563,4,4.0,24,458.0805234265967,161
1564,4,4.0,1,546.1658375891121,161
1566,4,3.5,130,310.9309563712089,161
1568,4,3.5,17,563.6482971810906,161
1569,4,4.0,49,60.83102571239654,161
1570,4,4.5,28,795.8005140035198,161
1571,4,4.0,128,697.4641254027931,161
1572,4,4.0,67,493.19735377553434,126
1573,4,4.0,153,503.93448388972644,126
1574,4,4.5,125,179.36026719295745,126
1577,4,4.0,39,641.1090399934163,126
1578,4,4.5,3,171.19673648598712,126
1579,4,5.0,3,531.1762788801561,126
1581,4,5.0,9,570.5584083151347,126
1582,4,4.0,45,517.7599477935835,126
1583,4,4.5,14,587.5784477998667,126
1584,4,4.5,8,784.1694732249324,126
1585,4,4.5,147,779.0680518675775,126
1586,4,4.0,202,756.2481279305753,126
1587,4,4.5,13,851.0877479522162,126
1588,4,3.5,212,546.4823393826437,126
1590,4,4.0,1,825.1649767952139,126
1591,4,4.0,27,865.140350636863,126
1592,8,4.0,67,536.8329672273696,130
1593,8,4.0,153,237.36945297719632,130
1596,8,4.0,39,559.8871134012776,130
1597,8,4.5,125,439.3840201493628,130
1599,8,4.0,45,401.20524425363465,130
1600,8,4.5,3,364.17890295443635,130
1601,8,5.0,9,548.973927895488,130
1602,8,5.0,3,702.4346178570235,130
1603,8,4.0,202,635.4873972317107,130
1604,8,4.5,14,552.4626929553203,130
1605,8,3.5,212,306.5034342947263,130
1607,8,5.0,1,888.2643836525098,130
1609,8,4.0,14,807.7215406685189,130
1610,8,4.0,9,269.50162683743696,130
1611,8,3.5,77,269.7671523698702,130
1612,10,4.5,273,568.3574246094732,1100
1613,10,4.5,305,75.15820927014249,1100
1615,10,4.5,163,341.7172463400853,1100
1617,10,4.5,17,447.9749625145662,1100
1618,10,4.5,28,675.3822104005664,1100
1620,10,5.0,27,729.8315197021437,1100
1621,10,4.5,348,75.67853974131175,1100
1622,10,4.0,330,273.89419244925705,1100
1625,10,5.0,3,105.44703433759621,1100
1627,10,4.5,13,112.35551499161049,1100
1628,10,4.0,52,848.4992854861148,1100
1629,10,4.0,295,332.90604549138635,1100
1631,10,4.0,356,595.8378784709911,1100
1632,10,4.5,330,507.24158667710486,741
1633,10,5.0,2,340.33790633540946,741
1634,10,4.5,193,549.4192157960356,741
1635,10,4.0,31,458.9859550354656,741
1636,10,4.0,21,459.69343609248256,741
1637,10,5.0,27,939.729906851539,741
1638,10,4.0,22,763.0161430045422,741
1640,10,4.5,114,831.0104012078508,741
1641,10,4.5,36,774.1096345230443,741
1642,10,4.5,83,766.5611259080914,741
1643,10,4.0,9,434.558711901686,741
1644,10,4.0,318,609.6194835930415,741
1645,10,5.0,1,468.1970608153514,741
1646,10,4.0,23,411.6615210264685,741
1647,10,4.5,51,1052.3836242299806,741
1648,10,4.0,102,407.3894375115431,741
1649,10,3.5,312,427.09590964411143,741
1650,10,4.5,24,347.7906204537955,741
1652,5,4.5,10,244.1507241423,252
1653,5,4.0,317,477.5674390270577,252
1654,5,4.5,59,459.2262440154585,252
1655,5,5.0,5,710.2999234615718,252
1656,5,4.0,17,345.5918498054682,252
1657,5,4.0,67,738.7300411226688,252
1658,5,4.5,9,220.31812964862456,252
1659,5,4.5,9,370.21843926341455,252
1660,5,4.5,24,444.2828938460668,252
1661,5,4.5,6,585.7446263263761,252
1662,5,5.0,1,671.997546830491,252
1663,5,4.5,11,319.7605293352526,252
1664,5,4.0,23,332.2852535745158,252
