,name,rating,review_count,distance,latitude,longitude,total,api,query
597,Yasu,4.5,430,594.0642031512556,43.667333,-79.399429,363,yelp,restaurant
598,Pig Out BBQ,4.0,102,526.0716695036813,43.667333,-79.399429,363,yelp,restaurant
599,Indian Desire,4.5,17,605.1243253938532,43.667333,-79.399429,363,yelp,restaurant
600,Pai Northern Thai Kitchen,4.5,3503,443.4188684187132,43.6480008,-79.383177,1100,yelp,restaurant
601,The Rabbit Hole,4.0,38,363.0376870375333,43.6480008,-79.383177,1100,yelp,restaurant
602,Byblos,4.5,912,401.15644288689543,43.6480008,-79.383177,1100,yelp,restaurant
603,Richmond Station,4.5,908,488.52053927193504,43.6480008,-79.383177,1100,yelp,restaurant
604,Library Bar,4.0,128,261.38361628141547,43.6480008,-79.383177,1100,yelp,restaurant
605,Chefs Hall,4.0,322,266.15097420823366,43.6480008,-79.383177,1100,yelp,restaurant
606,King Taps,4.0,406,135.33150854168701,43.6480008,-79.383177,1100,yelp,restaurant
607,Holy Cow Japanese Steakhouse,4.5,163,703.3270024778036,43.6480008,-79.383177,1100,yelp,restaurant
608,Beerbistro,4.0,682,522.9387695357058,43.6480008,-79.383177,1100,yelp,restaurant
609,Amano Trattoria,4.5,28,790.1363908418742,43.6480008,-79.383177,1100,yelp,restaurant
610,Cactus Club Cafe,4.0,610,175.37757825281636,43.6480008,-79.383177,1100,yelp,restaurant
611,Lee Chen Asian Bistro - King,4.0,207,296.942410758357,43.6480008,-79.383177,1100,yelp,restaurant
612,Grandma Loves You,4.5,12,263.3887047903128,43.6480008,-79.383177,1100,yelp,restaurant
613,Steam Whistle Biergarten,4.5,38,812.5954924585261,43.6480008,-79.383177,1100,yelp,restaurant
614,Mogouyan Hand-Pulled Noodles,4.5,76,861.5722155494973,43.6480008,-79.383177,1100,yelp,restaurant
615,Cafe Landwer - Adelaide & University,4.0,531,170.397496320679,43.6480008,-79.383177,1100,yelp,restaurant
616,Minami Toronto,4.0,109,450.4297936342217,43.6480008,-79.383177,1100,yelp,restaurant
617,Earls Kitchen + Bar,3.5,495,60.171740967741904,43.6480008,-79.383177,1100,yelp,restaurant
618,Iwami,5.0,3,262.1863768661021,43.6480008,-79.383177,1100,yelp,restaurant
619,The Loose Moose,3.5,461,313.1020362925976,43.6480008,-79.383177,1100,yelp,restaurant
620,Mogouyan Hand-Pulled Noodles,4.5,76,383.52361793454435,43.656518,-79.389099,1200,yelp,restaurant
621,Yuugi Izakaya,4.5,83,391.3345232731429,43.656518,-79.389099,1200,yelp,restaurant
622,Hana Don,4.5,22,374.19647341851896,43.656518,-79.389099,1200,yelp,restaurant
623,Pai Northern Thai Kitchen,4.5,3503,962.6341349646307,43.656518,-79.389099,1200,yelp,restaurant
624,Horangee Sikdang,4.5,44,692.6015233190233,43.656518,-79.389099,1200,yelp,restaurant
625,Holy Cow Japanese Steakhouse,4.5,163,743.251151469283,43.656518,-79.389099,1200,yelp,restaurant
626,Soya Mandarin Kitchen,4.0,38,344.4491625949318,43.656518,-79.389099,1200,yelp,restaurant
627,Omai Restaurant,4.0,126,270.7711216067824,43.656518,-79.389099,1200,yelp,restaurant
628,Dzo Viet Eatery,4.0,161,316.4566771232007,43.656518,-79.389099,1200,yelp,restaurant
629,Manpuku Japanese Eatery,4.0,519,348.0916012193488,43.656518,-79.389099,1200,yelp,restaurant
630,Gyubee Japanese Grill - Dundas,4.5,210,302.7535561868769,43.656518,-79.389099,1200,yelp,restaurant
631,Katsuya,4.5,503,915.0738265641446,43.656518,-79.389099,1200,yelp,restaurant
632,The Queen And Beaver Public House,4.0,413,474.4320204536065,43.656518,-79.389099,1200,yelp,restaurant
633,Dear Saigon,4.0,21,491.77547372833754,43.656518,-79.389099,1200,yelp,restaurant
634,The Senator,4.0,495,817.5737349449645,43.656518,-79.389099,1200,yelp,restaurant
635,Hong Kong Bistro Cafe,4.0,118,711.8084235421816,43.656518,-79.389099,1200,yelp,restaurant
636,Moon Palace,4.0,63,539.8465928582481,43.656518,-79.389099,1200,yelp,restaurant
637,Ikkousha Ramen,4.5,314,698.0859565951084,43.656518,-79.389099,1200,yelp,restaurant
638,The Rabbit Hole,4.0,38,1045.4638830068718,43.656518,-79.389099,1200,yelp,restaurant
639,Mom's Pan-Fried Buns,4.0,21,239.30089944594346,43.656518,-79.389099,1200,yelp,restaurant
640,Megumi Mazesoba,4.5,30,243.2317866893858,43.687999,-79.38906,68,yelp,restaurant
641,Playa Cabana Taqueria,4.0,10,300.2137526918058,43.687999,-79.38906,68,yelp,restaurant
642,Mary Be Kitchen,4.5,76,477.00526726908896,43.687999,-79.38906,68,yelp,restaurant
643,Capocaccia Trattoria,3.5,87,407.2195379181104,43.687999,-79.38906,68,yelp,restaurant
644,Taline,4.0,5,561.7548544507462,43.687999,-79.38906,68,yelp,restaurant
645,Barnsteiner's,3.5,71,444.6385611792479,43.687999,-79.38906,68,yelp,restaurant
646,Cucina Buca,4.0,3,450.8170957278379,43.687999,-79.38906,68,yelp,restaurant
647,Union Social Eatery,4.0,169,483.7174638672056,43.687999,-79.38906,68,yelp,restaurant
648,Ultra,3.5,5,360.85604059349384,43.687999,-79.38906,68,yelp,restaurant
649,Sunny Morning,4.0,113,396.7885309448527,43.687999,-79.38906,68,yelp,restaurant
650,Ambiyan on Yonge,4.5,12,509.28236925031126,43.687999,-79.38906,68,yelp,restaurant
651,Bungkus,4.0,1,458.82434584658813,43.687999,-79.38906,68,yelp,restaurant
652,The Sprout,3.5,40,524.988110724675,43.687999,-79.38906,68,yelp,restaurant
653,Umami Poke,4.5,56,607.8896877969024,43.687999,-79.38906,68,yelp,restaurant
654,Sash,4.0,16,709.8773231640306,43.687999,-79.38906,68,yelp,restaurant
655,Spiga Ristorante,3.5,17,411.07039858314045,43.687999,-79.38906,68,yelp,restaurant
656,Zelden's Deli and Desserts,3.5,37,399.9983357568724,43.687999,-79.38906,68,yelp,restaurant
657,Boccone Deli & Pizza,4.0,25,410.4323054339109,43.687999,-79.38906,68,yelp,restaurant
658,Kibo Summerhill,3.5,37,638.006336307376,43.687999,-79.38906,68,yelp,restaurant
659,Rosedale Diner,3.5,116,867.1891908586078,43.687999,-79.38906,68,yelp,restaurant
660,Bawara,4.5,12,178.29985093529913,43.656388899999996,-79.45166666666667,129,yelp,restaurant
661,The Commoner,4.0,61,576.1897435638348,43.656388899999996,-79.45166666666667,129,yelp,restaurant
662,Sugo,4.5,276,779.137873828433,43.656388899999996,-79.45166666666667,129,yelp,restaurant
663,Thai Nyyom,4.5,23,322.4662170437931,43.656388899999996,-79.45166666666667,129,yelp,restaurant
664,Musoshin Ramen,4.0,36,338.7597183701504,43.656388899999996,-79.45166666666667,129,yelp,restaurant
665,China Island,4.0,48,178.0877862186121,43.656388899999996,-79.45166666666667,129,yelp,restaurant
666,Whelan's Gate Gastropub,4.5,41,407.6759347693373,43.656388899999996,-79.45166666666667,129,yelp,restaurant
667,Mister Yummy,4.0,18,101.10757382634144,43.656388899999996,-79.45166666666667,129,yelp,restaurant
668,The Merseyside,4.5,26,270.4148028073817,43.656388899999996,-79.45166666666667,129,yelp,restaurant
669,La Cubana,3.5,231,615.8274237952176,43.656388899999996,-79.45166666666667,129,yelp,restaurant
670,Kibo Sushi House,4.5,16,336.90263150458935,43.656388899999996,-79.45166666666667,129,yelp,restaurant
671,Bacan,3.5,20,708.1201480513353,43.656388899999996,-79.45166666666667,129,yelp,restaurant
672,EAT BKK Thai Kitchen Roncy,4.0,8,526.0257995023142,43.656388899999996,-79.45166666666667,129,yelp,restaurant
673,Gold Standard,4.0,27,679.1167490189713,43.656388899999996,-79.45166666666667,129,yelp,restaurant
674,Cafe Tibet Bar & Grill,4.5,22,621.2736773417836,43.656388899999996,-79.45166666666667,129,yelp,restaurant
675,LOFT Kitchen,5.0,1,613.6022081826711,43.656388899999996,-79.45166666666667,129,yelp,restaurant
676,Osaka Sushi Japanese Restaurant,4.0,62,332.86854082644163,43.656388899999996,-79.45166666666667,129,yelp,restaurant
677,Barque Smokehouse,4.0,524,945.618265759018,43.656388899999996,-79.45166666666667,129,yelp,restaurant
678,Pita Boss Grill Toronto,4.5,9,169.93561931057934,43.656388899999996,-79.45166666666667,129,yelp,restaurant
679,Neon Commissary,4.0,69,734.0637721390848,43.656388899999996,-79.45166666666667,129,yelp,restaurant
680,Mira,4.5,273,604.566403889554,43.639179,-79.39959499999999,364,yelp,restaurant
681,Gusto 101,4.0,1154,650.0483118720261,43.639179,-79.39959499999999,364,yelp,restaurant
682,Bar Chica,4.5,28,522.7638177563009,43.639179,-79.39959499999999,364,yelp,restaurant
683,1 Kitchen Toronto,4.0,52,480.27184583767394,43.639179,-79.39959499999999,364,yelp,restaurant
684,Miss Likklemore's,4.5,17,743.694170846591,43.639179,-79.39959499999999,364,yelp,restaurant
685,Ruby Soho,4.0,47,558.8005313755763,43.639179,-79.39959499999999,364,yelp,restaurant
686,Roses New York,3.0,54,67.6208653724599,43.639179,-79.39959499999999,364,yelp,restaurant
687,Pai Northern Thai Kitchen,4.5,3503,1305.2777992087665,43.639179,-79.39959499999999,364,yelp,restaurant
688,Hunters Landing,3.5,237,253.2893099035676,43.639179,-79.39959499999999,364,yelp,restaurant
689,Sansotei Ramen,4.0,94,109.01017472856962,43.639179,-79.39959499999999,364,yelp,restaurant
690,Wvrst,4.0,834,568.3057313459634,43.639179,-79.39959499999999,364,yelp,restaurant
691,Buca,4.0,455,596.4191142143361,43.639179,-79.39959499999999,364,yelp,restaurant
692,Chubby's Jamaican Kitchen,4.0,356,691.3901816989968,43.639179,-79.39959499999999,364,yelp,restaurant
693,The Morning After,3.5,104,225.72495417797398,43.639179,-79.39959499999999,364,yelp,restaurant
694,BaoBird Fried Chicken & Baos,5.0,1,285.6777795778653,43.639179,-79.39959499999999,364,yelp,restaurant
695,Jacobs & Co. Steakhouse,4.5,616,703.0071087898997,43.639179,-79.39959499999999,364,yelp,restaurant
696,The Parlour,4.0,36,611.7634706948176,43.639179,-79.39959499999999,364,yelp,restaurant
697,SARA,4.0,84,675.0338153146369,43.639179,-79.39959499999999,364,yelp,restaurant
698,Roywoods,3.5,111,93.53415647251333,43.639179,-79.39959499999999,364,yelp,restaurant
699,Wilbur Mexicana,4.0,611,644.9160872708026,43.639179,-79.39959499999999,364,yelp,restaurant
700,Rasa,4.5,330,241.33303862419808,43.661666700000005,-79.40138888888889,636,yelp,restaurant
701,Her Father's Cider Bar & Kitchen,4.5,193,265.1690920238121,43.661666700000005,-79.40138888888889,636,yelp,restaurant
702,Guksu,5.0,2,306.39457778023274,43.661666700000005,-79.40138888888889,636,yelp,restaurant
703,Dreyfus,4.0,31,216.6912398682399,43.661666700000005,-79.40138888888889,636,yelp,restaurant
704,Rikki Tikki,5.0,27,843.4930908061367,43.661666700000005,-79.40138888888889,636,yelp,restaurant
705,Ohiru Cafe,4.5,36,556.0857128506656,43.661666700000005,-79.40138888888889,636,yelp,restaurant
706,Yasu,4.5,430,188.50735405172287,43.661666700000005,-79.40138888888889,636,yelp,restaurant
707,Jollof King,5.0,1,337.58859846739773,43.661666700000005,-79.40138888888889,636,yelp,restaurant
708,Piano Piano,3.5,312,193.52912712675723,43.661666700000005,-79.40138888888889,636,yelp,restaurant
709,Pig Out BBQ,4.0,102,193.32946856742763,43.661666700000005,-79.40138888888889,636,yelp,restaurant
710,Dear Saigon,4.0,21,650.6848381009107,43.661666700000005,-79.40138888888889,636,yelp,restaurant
711,Pho Ha Noi,4.0,5,569.1784952107928,43.661666700000005,-79.40138888888889,636,yelp,restaurant
712,Parquet,3.5,3,207.67691367920236,43.661666700000005,-79.40138888888889,636,yelp,restaurant
713,Seven Lives Tacos y Mariscos,4.5,1484,800.6104687120811,43.661666700000005,-79.40138888888889,636,yelp,restaurant
714,Gyubee Japanese Grill - Bloor,4.0,318,612.3337421254827,43.661666700000005,-79.40138888888889,636,yelp,restaurant
715,LA LA Bakeshop,4.5,36,616.3413107327293,43.661666700000005,-79.40138888888889,636,yelp,restaurant
716,Kiss My Pans,4.5,15,1156.983487912225,43.661666700000005,-79.40138888888889,636,yelp,restaurant
717,Harbord House,3.5,112,276.87438866542954,43.661666700000005,-79.40138888888889,636,yelp,restaurant
718,Midnight Market,4.5,11,728.9282623945733,43.661666700000005,-79.40138888888889,636,yelp,restaurant
719,The Innis Cafe,4.0,23,457.1722938955322,43.661666700000005,-79.40138888888889,636,yelp,restaurant
720,Luna Junction,4.5,42,378.5915715282338,43.66666667,-79.45833333333334,117,yelp,restaurant
721,The Hole In the Wall,4.5,174,573.5123064199561,43.66666667,-79.45833333333334,117,yelp,restaurant
722,Honest Weight,4.5,137,293.7017683592007,43.66666667,-79.45833333333334,117,yelp,restaurant
723,When The Pig Came Home,4.5,73,532.0277376628984,43.66666667,-79.45833333333334,117,yelp,restaurant
724,Nodo - Junction,4.0,205,603.6239989394525,43.66666667,-79.45833333333334,117,yelp,restaurant
725,Decó,4.5,16,470.1700392870274,43.66666667,-79.45833333333334,117,yelp,restaurant
726,Lucia,4.0,11,380.12005431349877,43.66666667,-79.45833333333334,117,yelp,restaurant
727,Mattachioni,4.0,45,335.750196749919,43.66666667,-79.45833333333334,117,yelp,restaurant
728,Tuckshop Kitchen,4.5,56,285.16225396598554,43.66666667,-79.45833333333334,117,yelp,restaurant
729,Chiang Mai Junction,5.0,5,900.6738115861535,43.66666667,-79.45833333333334,117,yelp,restaurant
730,Koji Japanese Restaurant,4.5,38,468.840170122486,43.66666667,-79.45833333333334,117,yelp,restaurant
731,Playa Cabana Cantina,3.5,301,596.4336846509632,43.66666667,-79.45833333333334,117,yelp,restaurant
732,Tam Vietnamese Street Food & Cafe,4.5,13,504.5192776813002,43.66666667,-79.45833333333334,117,yelp,restaurant
733,Tumi Dumpling House,4.5,20,654.0409382581241,43.66666667,-79.45833333333334,117,yelp,restaurant
734,The Alpine,4.0,37,568.0608619502945,43.66666667,-79.45833333333334,117,yelp,restaurant
735,Baguette & Co,4.5,45,290.1109801112328,43.66666667,-79.45833333333334,117,yelp,restaurant
736,Taste Seduction,4.5,39,497.70541538305366,43.66666667,-79.45833333333334,117,yelp,restaurant
737,Indie Ale House,4.0,255,571.8660944937199,43.66666667,-79.45833333333334,117,yelp,restaurant
738,Isaan Der,4.0,117,787.7092015049864,43.66666667,-79.45833333333334,117,yelp,restaurant
739,Brasa Peruvian Kitchen,5.0,8,712.3830735995772,43.66666667,-79.45833333333334,117,yelp,restaurant
740,Bawara,4.5,12,149.11665897992836,43.657191999999995,-79.452559,134,yelp,restaurant
741,The Commoner,4.0,61,689.8473802134268,43.657191999999995,-79.452559,134,yelp,restaurant
742,Sugo,4.5,276,832.007607995944,43.657191999999995,-79.452559,134,yelp,restaurant
743,Mister Yummy,4.0,18,51.4971475219247,43.657191999999995,-79.452559,134,yelp,restaurant
744,Thai Nyyom,4.5,23,383.00033618547997,43.657191999999995,-79.452559,134,yelp,restaurant
745,Musoshin Ramen,4.0,36,427.31435845504717,43.657191999999995,-79.452559,134,yelp,restaurant
746,China Island,4.0,48,154.04309861364587,43.657191999999995,-79.452559,134,yelp,restaurant
747,Whelan's Gate Gastropub,4.5,41,382.3677466109245,43.657191999999995,-79.452559,134,yelp,restaurant
748,The Merseyside,4.5,26,158.81342784917777,43.657191999999995,-79.452559,134,yelp,restaurant
749,La Cubana,3.5,231,713.2155710658458,43.657191999999995,-79.452559,134,yelp,restaurant
750,LOFT Kitchen,5.0,1,509.1394254826987,43.657191999999995,-79.452559,134,yelp,restaurant
751,Kibo Sushi House,4.5,16,397.0099263145048,43.657191999999995,-79.452559,134,yelp,restaurant
752,Osaka Sushi Japanese Restaurant,4.0,62,297.7470664844451,43.657191999999995,-79.452559,134,yelp,restaurant
753,Lucia,4.0,11,873.1367239590785,43.657191999999995,-79.452559,134,yelp,restaurant
754,EAT BKK Thai Kitchen Roncy,4.0,8,622.2597447016853,43.657191999999995,-79.452559,134,yelp,restaurant
755,Neon Commissary,4.0,69,710.4818758878088,43.657191999999995,-79.452559,134,yelp,restaurant
756,Mattachioni,4.0,45,876.1900229593483,43.657191999999995,-79.452559,134,yelp,restaurant
757,Pita Boss Grill Toronto,4.5,9,133.13512624881787,43.657191999999995,-79.452559,134,yelp,restaurant
758,Bacan,3.5,20,810.1005123174026,43.657191999999995,-79.452559,134,yelp,restaurant
759,Cafe Tibet Bar & Grill,4.5,22,718.671646084895,43.657191999999995,-79.452559,134,yelp,restaurant
760,Rikki Tikki,5.0,27,414.85352064113107,43.6576,-79.4032,700,yelp,restaurant
761,Rasa,4.5,330,578.7639345520906,43.6576,-79.4032,700,yelp,restaurant
762,Pho Ha Noi,4.0,5,140.69211439031028,43.6576,-79.4032,700,yelp,restaurant
763,Seven Lives Tacos y Mariscos,4.5,1484,396.24151404854734,43.6576,-79.4032,700,yelp,restaurant
764,Ohiru Cafe,4.5,36,125.10634565999555,43.6576,-79.4032,700,yelp,restaurant
765,Hawker,5.0,39,152.95994726640026,43.6576,-79.4032,700,yelp,restaurant
766,The Cottage Cheese,4.5,22,155.60529197931416,43.6576,-79.4032,700,yelp,restaurant
767,Kiss My Pans,4.5,15,811.8070872195277,43.6576,-79.4032,700,yelp,restaurant
768,The Arch Café,4.5,18,147.31739847524173,43.6576,-79.4032,700,yelp,restaurant
769,Midnight Market,4.5,11,347.35478022752847,43.6576,-79.4032,700,yelp,restaurant
770,Her Father's Cider Bar & Kitchen,4.5,193,536.6813706374813,43.6576,-79.4032,700,yelp,restaurant
771,Sue Fung's Dim Sum Canteen,4.0,25,90.90792550667327,43.6576,-79.4032,700,yelp,restaurant
772,Otto's Berlin Döner,4.0,276,142.11265553076728,43.6576,-79.4032,700,yelp,restaurant
773,Yeah Yeah Thai,4.0,28,402.2829351540447,43.6576,-79.4032,700,yelp,restaurant
774,Juicy Dumpling,4.5,637,688.633846527996,43.6576,-79.4032,700,yelp,restaurant
775,T.O. Dickens Restaurant,0.0,0,85.07625293999496,43.6576,-79.4032,700,yelp,restaurant
776,Sampo Japanese Bar and Restaurant,5.0,1,124.70507263189538,43.6576,-79.4032,700,yelp,restaurant
777,Koi Japan Sushi,5.0,8,194.967645424682,43.6576,-79.4032,700,yelp,restaurant
778,Grey Gardens,4.5,129,444.08494547652026,43.6576,-79.4032,700,yelp,restaurant
779,Liu,4.5,9,677.089805273469,43.6576,-79.4032,700,yelp,restaurant
780,KINKA IZAKAYA ORIGINAL,4.0,1819,32.39594777598081,43.660694,-79.379052,768,yelp,restaurant
781,Katsuya,4.5,503,81.91580467057186,43.660694,-79.379052,768,yelp,restaurant
782,Horangee Sikdang,4.5,44,285.7438329778628,43.660694,-79.379052,768,yelp,restaurant
783,Som Tum Jinda,4.0,13,87.23087802007946,43.660694,-79.379052,768,yelp,restaurant
784,Mogouyan Hand-Pulled Noodles,4.5,76,706.6101360135655,43.660694,-79.379052,768,yelp,restaurant
785,Sinjeon Topokki,4.5,8,57.46596547915645,43.660694,-79.379052,768,yelp,restaurant
786,Lao Lao Bar,4.5,51,775.3713759829641,43.660694,-79.379052,768,yelp,restaurant
787,The Senator,4.0,495,549.8794166480151,43.660694,-79.379052,768,yelp,restaurant
788,Gurume Sushi,5.0,56,174.50178052732434,43.660694,-79.379052,768,yelp,restaurant
789,Sanuki Udon,4.0,26,236.0558486362775,43.660694,-79.379052,768,yelp,restaurant
790,Hair of the Dog,4.0,370,254.25258673696413,43.660694,-79.379052,768,yelp,restaurant
791,Afuri,4.0,29,228.27502775348813,43.660694,-79.379052,768,yelp,restaurant
792,Hana Don,4.5,22,708.4672353785735,43.660694,-79.379052,768,yelp,restaurant
793,Kintaro Izakaya,4.0,246,396.6599241048242,43.660694,-79.379052,768,yelp,restaurant
794,Daldongnae Korean BBQ - Dundas Square,4.5,12,338.94054725108833,43.660694,-79.379052,768,yelp,restaurant
795,The Queen And Beaver Public House,4.0,413,506.5675232591046,43.660694,-79.379052,768,yelp,restaurant
796,Edomae Kiyomi,4.0,30,87.9094934659146,43.660694,-79.379052,768,yelp,restaurant
797,Adobar,5.0,5,543.8754276880364,43.660694,-79.379052,768,yelp,restaurant
798,Congee Queen,4.0,52,355.60040904252975,43.660694,-79.379052,768,yelp,restaurant
799,Gyukatsu Kyoto Katsugyu,4.0,156,476.3787203762895,43.660694,-79.379052,768,yelp,restaurant
800,Mira,4.5,273,838.7817092725201,43.636533,-79.395854,201,yelp,restaurant
801,1 Kitchen Toronto,4.0,52,884.8198936227631,43.636533,-79.395854,201,yelp,restaurant
802,Hunters Landing,3.5,237,392.7634256508484,43.636533,-79.395854,201,yelp,restaurant
803,The Morning After,3.5,104,416.89710996002384,43.636533,-79.395854,201,yelp,restaurant
804,Bar Chica,4.5,28,873.1433845411536,43.636533,-79.395854,201,yelp,restaurant
805,Music Garden Cafe,4.0,45,241.7609245605216,43.636533,-79.395854,201,yelp,restaurant
806,Sansotei Ramen,4.0,94,342.4866702794214,43.636533,-79.395854,201,yelp,restaurant
807,Gusto 101,4.0,1154,1007.6600573333095,43.636533,-79.395854,201,yelp,restaurant
808,Iruka Sushi,3.5,70,77.59610637229667,43.636533,-79.395854,201,yelp,restaurant
809,Steam Whistle Biergarten,4.5,38,977.2102013683243,43.636533,-79.395854,201,yelp,restaurant
810,Guirei Japanese Restaurant,3.5,78,121.05175668994158,43.636533,-79.395854,201,yelp,restaurant
811,Roywoods,3.5,111,353.85347805043494,43.636533,-79.395854,201,yelp,restaurant
812,Parisco Cafe,4.0,33,739.5015597314206,43.636533,-79.395854,201,yelp,restaurant
813,BaoBird Fried Chicken & Baos,5.0,1,703.3868875754337,43.636533,-79.395854,201,yelp,restaurant
814,Cafe Obispo,4.0,7,554.0843073777162,43.636533,-79.395854,201,yelp,restaurant
815,Ruby Soho,4.0,47,918.9795100802578,43.636533,-79.395854,201,yelp,restaurant
816,Miss Likklemore's,4.5,17,955.6712001508187,43.636533,-79.395854,201,yelp,restaurant
817,Roses New York,3.0,54,355.63622961935533,43.636533,-79.395854,201,yelp,restaurant
818,Buca,4.0,455,959.5216050156371,43.636533,-79.395854,201,yelp,restaurant
819,Siempre Restaurant,4.0,95,817.3241485145966,43.636533,-79.395854,201,yelp,restaurant
820,Horangee Sikdang,4.5,44,93.02114233250221,43.659777000000005,-79.382767,787,yelp,restaurant
821,Katsuya,4.5,503,321.4001032723644,43.659777000000005,-79.382767,787,yelp,restaurant
822,Mogouyan Hand-Pulled Noodles,4.5,76,474.40601468146247,43.659777000000005,-79.382767,787,yelp,restaurant
823,KINKA IZAKAYA ORIGINAL,4.0,1819,319.2519430071529,43.659777000000005,-79.382767,787,yelp,restaurant
824,Lao Lao Bar,4.5,51,705.130138346645,43.659777000000005,-79.382767,787,yelp,restaurant
825,Som Tum Jinda,4.0,13,369.4628431633058,43.659777000000005,-79.382767,787,yelp,restaurant
826,The Queen And Beaver Public House,4.0,413,274.6237379912717,43.659777000000005,-79.382767,787,yelp,restaurant
827,Hana Don,4.5,22,472.74753724863336,43.659777000000005,-79.382767,787,yelp,restaurant
828,The Senator,4.0,495,541.1363485553024,43.659777000000005,-79.382767,787,yelp,restaurant
829,Daldongnae Korean BBQ - Dundas Square,4.5,12,202.89802432627712,43.659777000000005,-79.382767,787,yelp,restaurant
830,Gurume Sushi,5.0,56,229.2165951592257,43.659777000000005,-79.382767,787,yelp,restaurant
831,Sanuki Udon,4.0,26,224.56318287464032,43.659777000000005,-79.382767,787,yelp,restaurant
832,Sinjeon Topokki,4.5,8,357.45757716923424,43.659777000000005,-79.382767,787,yelp,restaurant
833,Moon Palace,4.0,63,399.36122676558676,43.659777000000005,-79.382767,787,yelp,restaurant
834,Congee Queen,4.0,52,175.6341514498078,43.659777000000005,-79.382767,787,yelp,restaurant
835,Afuri,4.0,29,423.5356672943348,43.659777000000005,-79.382767,787,yelp,restaurant
836,Hair of the Dog,4.0,370,435.2341047743641,43.659777000000005,-79.382767,787,yelp,restaurant
837,Vietlicious Toronto,4.5,5,304.5259649634213,43.659777000000005,-79.382767,787,yelp,restaurant
838,Egg Club Wellesley,4.5,39,495.73930900768437,43.659777000000005,-79.382767,787,yelp,restaurant
839,Richmond Station,4.5,908,975.5748629992494,43.659777000000005,-79.382767,787,yelp,restaurant
840,The Butcher Chef,4.5,17,362.97979084334315,43.643667,-79.380414,797,yelp,restaurant
841,Steam Whistle Biergarten,4.5,38,501.1588798482821,43.643667,-79.380414,797,yelp,restaurant
842,Pai Northern Thai Kitchen,4.5,3503,812.9531634000814,43.643667,-79.380414,797,yelp,restaurant
843,The Rabbit Hole,4.0,38,712.459410555061,43.643667,-79.380414,797,yelp,restaurant
844,Library Bar,4.0,128,284.5124199910593,43.643667,-79.380414,797,yelp,restaurant
845,Taverna Mercatto,3.5,239,218.80560777660568,43.643667,-79.380414,797,yelp,restaurant
846,Amano Trattoria,4.5,28,732.6479648049402,43.643667,-79.380414,797,yelp,restaurant
847,KINKA IZAKAYA HARBOURFRONT,4.0,80,251.37440727535468,43.643667,-79.380414,797,yelp,restaurant
848,Byblos,4.5,912,755.5134207231408,43.643667,-79.380414,797,yelp,restaurant
849,Mama Lee's Korean Kitchen,4.0,27,346.1216391336101,43.643667,-79.380414,797,yelp,restaurant
850,Miku,4.0,902,364.9147889463556,43.643667,-79.380414,797,yelp,restaurant
851,Evviva Breakfast & Lunch,4.0,387,326.6363283331447,43.643667,-79.380414,797,yelp,restaurant
852,King Taps,4.0,406,563.0038635150632,43.643667,-79.380414,797,yelp,restaurant
853,The Roof at SOCO,4.0,17,282.0563401366766,43.643667,-79.380414,797,yelp,restaurant
854,Don Alfonso 1890,4.0,47,489.5572284206788,43.643667,-79.380414,797,yelp,restaurant
855,The Loose Moose,3.5,461,326.42858411321583,43.643667,-79.380414,797,yelp,restaurant
856,Richmond Station,4.5,908,861.6577958366609,43.643667,-79.380414,797,yelp,restaurant
857,Reign Restaurant + Bar + Bakery,4.0,35,242.39936841309162,43.643667,-79.380414,797,yelp,restaurant
858,Impact Kitchen,4.5,21,251.03368328111142,43.643667,-79.380414,797,yelp,restaurant
859,E11even,3.5,175,117.06509671494703,43.643667,-79.380414,797,yelp,restaurant
860,Katsuya,4.5,503,821.8323998244447,43.666233,-79.373327,425,yelp,restaurant
861,El Nahual Tacos,4.5,150,339.70095012481886,43.666233,-79.373327,425,yelp,restaurant
862,Tinuno,4.0,623,559.0545963131991,43.666233,-79.373327,425,yelp,restaurant
863,KINKA IZAKAYA ORIGINAL,4.0,1819,786.2648574365536,43.666233,-79.373327,425,yelp,restaurant
864,Momo Ghar,5.0,13,338.33392987727757,43.666233,-79.373327,425,yelp,restaurant
865,Maison Selby,4.0,115,619.15261614632,43.666233,-79.373327,425,yelp,restaurant
866,Som Tum Jinda,4.0,13,777.5665762129945,43.666233,-79.373327,425,yelp,restaurant
867,L’Avenue,4.5,8,364.4892392417442,43.666233,-79.373327,425,yelp,restaurant
868,Revelstoke Cafe,4.5,6,373.32054795405975,43.666233,-79.373327,425,yelp,restaurant
869,The House On Parliament,4.0,317,526.0800961732468,43.666233,-79.373327,425,yelp,restaurant
870,Lao Lao Bar,4.5,51,994.8375733063699,43.666233,-79.373327,425,yelp,restaurant
871,Naija Jollof,0.0,0,454.95757377253,43.666233,-79.373327,425,yelp,restaurant
872,Saigon PAI,4.5,59,542.6950161221703,43.666233,-79.373327,425,yelp,restaurant
873,Salt and Tobacco,4.5,63,416.5760859530349,43.666233,-79.373327,425,yelp,restaurant
874,Gabby's at the Isabella Hotel,3.5,29,431.24342360075326,43.666233,-79.373327,425,yelp,restaurant
875,Kintaro Izakaya,4.0,246,591.2462813520724,43.666233,-79.373327,425,yelp,restaurant
876,Horangee Sikdang,4.5,44,973.7849694666529,43.666233,-79.373327,425,yelp,restaurant
