,name,rating,review_count,distance,latitude,longitude,total,api,query
1576,Daol Korean Restaurant,5.0,8,126.66062223781425,43.640634000000006,-79.435841,157,yelp,restaurant
1577,Simpl Things,4.0,5,129.1690254414396,43.640634000000006,-79.435841,157,yelp,restaurant
1578,Skyline Restaurant,4.0,72,69.60169277048057,43.640634000000006,-79.435841,157,yelp,restaurant
1579,Loga's Corner,4.5,172,24.361922165974896,43.640634000000006,-79.435841,157,yelp,restaurant
1580,The MoMo House,4.5,34,79.65335861176936,43.640634000000006,-79.435841,157,yelp,restaurant
1581,Garleek Kitchen,4.5,52,187.9180854811892,43.640634000000006,-79.435841,157,yelp,restaurant
1582,Lao Thai Restaurant,4.5,85,713.1659746340399,43.640634000000006,-79.435841,157,yelp,restaurant
1583,Himalayan Kitchen,4.5,149,249.7858420227132,43.640634000000006,-79.435841,157,yelp,restaurant
1584,Norling,4.0,72,216.91029781537,43.640634000000006,-79.435841,157,yelp,restaurant
1585,BB's,4.0,9,308.56422530801234,43.640634000000006,-79.435841,157,yelp,restaurant
1586,Guu Izakaya Toronto,4.0,153,406.12889336773645,43.640634000000006,-79.435841,157,yelp,restaurant
1587,Mother India,4.0,206,44.216686334472534,43.640634000000006,-79.435841,157,yelp,restaurant
1588,Kaminari Ramen Bar,5.0,3,364.0182389938427,43.640634000000006,-79.435841,157,yelp,restaurant
1589,Islas Filipino BBQ and Bar,4.5,87,722.7561330807489,43.640634000000006,-79.435841,157,yelp,restaurant
1590,The Original's Dining Lounge,5.0,5,458.4217290269847,43.640634000000006,-79.435841,157,yelp,restaurant
1591,OM Restaurant and Bar,4.0,52,150.18091997401658,43.640634000000006,-79.435841,157,yelp,restaurant
1592,Ali's West Indian Roti Shop,4.0,93,25.221770223476646,43.640634000000006,-79.435841,157,yelp,restaurant
1593,Molkagtez,4.0,3,393.9646829099421,43.640634000000006,-79.435841,157,yelp,restaurant
1594,Levetto,4.0,243,283.8848688984706,43.639444,-79.423611,216,yelp,restaurant
1595,Mildred's Temple Kitchen,4.0,1039,261.70158277848094,43.639444,-79.423611,216,yelp,restaurant
1596,LOCAL Public Eatery - Liberty Village,4.0,308,370.1905130740248,43.639444,-79.423611,216,yelp,restaurant
1597,Nuna Kitchen & Bar,4.5,23,652.9981374088653,43.639444,-79.423611,216,yelp,restaurant
1598,Bar Poet,4.0,108,487.72011476792505,43.639444,-79.423611,216,yelp,restaurant
1599,Bar Piquette,4.0,13,496.20384971825166,43.639444,-79.423611,216,yelp,restaurant
1600,Chiang Mai,4.5,74,508.81589048371785,43.639444,-79.423611,216,yelp,restaurant
1601,Lao Thai Restaurant,4.5,85,486.0727856365142,43.639444,-79.423611,216,yelp,restaurant
1602,The Good Son,4.0,214,464.2702100954754,43.639444,-79.423611,216,yelp,restaurant
1603,Astoria In The Great Hall,4.0,3,445.84020608238575,43.639444,-79.423611,216,yelp,restaurant
1604,OEB Breakfast Co.,4.5,131,597.5873427463406,43.639444,-79.423611,216,yelp,restaurant
1605,Death & Taxes Free House,4.0,41,425.6931067490281,43.639444,-79.423611,216,yelp,restaurant
1606,Oddseoul,4.0,330,812.8892628246039,43.639444,-79.423611,216,yelp,restaurant
1607,School Restaurant,3.5,644,193.83924094206253,43.639444,-79.423611,216,yelp,restaurant
1608,Burger Drops,4.5,83,186.17176507584762,43.639444,-79.423611,216,yelp,restaurant
1609,Caffino Ristorante,4.0,104,151.3725156018151,43.639444,-79.423611,216,yelp,restaurant
1610,The Craft Brasserie & Grille,3.5,179,224.66132800469197,43.639444,-79.423611,216,yelp,restaurant
1611,Ultramen,3.5,23,187.285346246613,43.639444,-79.423611,216,yelp,restaurant
1612,Naomi,4.0,19,187.24077026201616,43.639444,-79.423611,216,yelp,restaurant
1613,Nodo Liberty,4.0,13,475.24289168765597,43.639444,-79.423611,216,yelp,restaurant
1614,Maison T,5.0,15,445.2214331590786,43.67,-79.42083333333333,216,yelp,restaurant
1615,Morellina’s,5.0,10,313.12020813436334,43.67,-79.42083333333333,216,yelp,restaurant
1616,Papamio's,5.0,12,249.32838733715963,43.67,-79.42083333333333,216,yelp,restaurant
1617,Chadwick's,4.0,222,820.4606457464795,43.67,-79.42083333333333,216,yelp,restaurant
1618,Casamiento,5.0,28,426.0296656659941,43.67,-79.42083333333333,216,yelp,restaurant
1619,El Pocho Antojitos Bar,4.5,84,597.1292294750021,43.67,-79.42083333333333,216,yelp,restaurant
1620,Mapo Pocha Soju Bar,5.0,3,738.7595951396158,43.67,-79.42083333333333,216,yelp,restaurant
1621,Jin Dal Lae,4.5,116,792.6723888614864,43.67,-79.42083333333333,216,yelp,restaurant
1622,Paldo Gangsan,4.5,85,730.9611194244676,43.67,-79.42083333333333,216,yelp,restaurant
1623,Daldongnae Korean BBQ - Christie,4.5,92,758.5617433199018,43.67,-79.42083333333333,216,yelp,restaurant
1624,Yummy Korean Food Restaurant,4.0,276,803.3701351345383,43.67,-79.42083333333333,216,yelp,restaurant
1625,915 Dupont,5.0,4,718.1871850619989,43.67,-79.42083333333333,216,yelp,restaurant
1626,Annex Social,4.0,5,588.4840279215533,43.67,-79.42083333333333,216,yelp,restaurant
1627,La Bella Managua,4.5,256,919.4894025023398,43.67,-79.42083333333333,216,yelp,restaurant
1628,Chantecler,4.5,2,800.0185946684279,43.67,-79.42083333333333,216,yelp,restaurant
1629,Insomnia Restaurant & Lounge,4.0,1018,909.333067774594,43.67,-79.42083333333333,216,yelp,restaurant
1630,Napoli Centrale,4.5,64,634.3579526582229,43.67,-79.42083333333333,216,yelp,restaurant
1631,Crossroad Kafe,4.5,3,114.99094484516407,43.67,-79.42083333333333,216,yelp,restaurant
1632,Fat Pasha,4.0,210,848.20125858554,43.67,-79.42083333333333,216,yelp,restaurant
1633,Actinolite Restaurant,4.0,86,629.3220479918587,43.67,-79.42083333333333,216,yelp,restaurant
1634,Chadwick's,4.0,222,434.06037476807114,43.671389000000005,-79.416389,225,yelp,restaurant
1635,El Pocho Antojitos Bar,4.5,84,307.54562218030776,43.671389000000005,-79.416389,225,yelp,restaurant
1636,Papamio's,5.0,12,241.18445057548035,43.671389000000005,-79.416389,225,yelp,restaurant
1637,Fat Pasha,4.0,210,463.9922690933114,43.671389000000005,-79.416389,225,yelp,restaurant
1638,Maison T,5.0,15,804.8664502424106,43.671389000000005,-79.416389,225,yelp,restaurant
1639,Annex Social,4.0,5,202.76449222589696,43.671389000000005,-79.416389,225,yelp,restaurant
1640,Insomnia Restaurant & Lounge,4.0,1018,742.9401755782484,43.671389000000005,-79.416389,225,yelp,restaurant
1641,Napoli Centrale,4.5,64,344.51988380624,43.671389000000005,-79.416389,225,yelp,restaurant
1642,Jin Dal Lae,4.5,116,809.1227078775403,43.671389000000005,-79.416389,225,yelp,restaurant
1643,Mapo Pocha Soju Bar,5.0,3,817.1859033551531,43.671389000000005,-79.416389,225,yelp,restaurant
1644,Morellina’s,5.0,10,544.2101605230472,43.671389000000005,-79.416389,225,yelp,restaurant
1645,Detroit Pizzeria,4.5,20,253.0122833549609,43.671389000000005,-79.416389,225,yelp,restaurant
1646,Yummy Korean Food Restaurant,4.0,276,768.6610926950913,43.671389000000005,-79.416389,225,yelp,restaurant
1647,Gordo EX Cafe,3.5,45,190.99613293028523,43.671389000000005,-79.416389,225,yelp,restaurant
1648,Her Chef,4.5,63,805.16955036715,43.671389000000005,-79.416389,225,yelp,restaurant
1649,Daldongnae Korean BBQ - Christie,4.5,92,791.9143578148093,43.671389000000005,-79.416389,225,yelp,restaurant
1650,Jjin Toast,5.0,23,783.5562475518931,43.671389000000005,-79.416389,225,yelp,restaurant
1651,Paldo Gangsan,4.5,85,837.8043890099815,43.671389000000005,-79.416389,225,yelp,restaurant
1652,Rasa,4.5,330,1384.0222218031633,43.671389000000005,-79.416389,225,yelp,restaurant
1653,Schmaltz Appetizing,4.0,69,463.9922690933114,43.671389000000005,-79.416389,225,yelp,restaurant
1654,Nodo Restaurant,4.5,65,401.97331670539387,43.68,-79.42500000000003,109,yelp,restaurant
1655,FK,4.5,54,339.5251739657943,43.68,-79.42500000000003,109,yelp,restaurant
1656,Aviv Immigrant Kitchen,4.5,22,341.4812412181167,43.68,-79.42500000000003,109,yelp,restaurant
1657,Queen of Persia,4.5,52,224.1236423346118,43.68,-79.42500000000003,109,yelp,restaurant
1658,The Rushton,3.5,104,265.02287207593764,43.68,-79.42500000000003,109,yelp,restaurant
1659,Mezzetta Restaurant & Tapas Bar,3.5,57,174.19653088623062,43.68,-79.42500000000003,109,yelp,restaurant
1660,Sea Witch Fish and Chips,4.0,136,260.42776622136824,43.68,-79.42500000000003,109,yelp,restaurant
1661,Natural Japaneats,5.0,4,18.87498282053858,43.68,-79.42500000000003,109,yelp,restaurant
1662,Tacos Moras,5.0,5,445.27195580979634,43.68,-79.42500000000003,109,yelp,restaurant
1663,Emma's Country Kitchen,4.0,442,441.9019789379648,43.68,-79.42500000000003,109,yelp,restaurant
1664,Kiyo,4.5,36,600.5334458895246,43.68,-79.42500000000003,109,yelp,restaurant
1665,Chinese Dumplings,3.5,56,214.2544533419172,43.68,-79.42500000000003,109,yelp,restaurant
1666,Black Tulip Restaurant,4.0,9,446.2633283356111,43.68,-79.42500000000003,109,yelp,restaurant
1667,CocoaLatte,4.0,75,187.81549886322207,43.68,-79.42500000000003,109,yelp,restaurant
1668,Churrasco of St Clair,3.5,47,174.02354881588624,43.68,-79.42500000000003,109,yelp,restaurant
1669,Chai Pochana,4.5,6,453.970478213935,43.68,-79.42500000000003,109,yelp,restaurant
1670,Baker and Scone,4.0,82,186.10369374055452,43.68,-79.42500000000003,109,yelp,restaurant
1671,Pukka,4.0,180,368.33056063014334,43.68,-79.42500000000003,109,yelp,restaurant
1672,Moong Japanese Fusion Restaurant,3.5,43,446.9043563543744,43.68,-79.42500000000003,109,yelp,restaurant
1673,Just Another Burger Spot,5.0,8,268.6578129143658,43.68,-79.42500000000003,109,yelp,restaurant
1674,Nuna Kitchen & Bar,4.5,23,529.9443192573518,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1675,Bar Poet,4.0,108,532.299852163358,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1676,Lao Thai Restaurant,4.5,85,412.7760793173867,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1677,Levetto,4.0,243,362.8940416388773,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1678,Caffino Ristorante,4.0,104,33.55880827788192,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1679,Mildred's Temple Kitchen,4.0,1039,394.0567990047714,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1680,LOCAL Public Eatery - Liberty Village,4.0,308,499.992930906338,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1681,Bar Piquette,4.0,13,546.6916069226617,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1682,The Good Son,4.0,214,503.2438598381485,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1683,Death & Taxes Free House,4.0,41,411.6775938214814,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1684,Astoria In The Great Hall,4.0,3,499.96502287748774,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1685,School Restaurant,3.5,644,198.1757068021084,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1686,Chiang Mai,4.5,74,638.7143383515355,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1687,Oddseoul,4.0,330,873.2169457737382,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1688,OEB Breakfast Co.,4.5,131,729.5338801337982,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1689,Daol Korean Restaurant,5.0,8,747.653746121155,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1690,Burger Drops,4.5,83,320.2440531218079,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1691,Naomi,4.0,19,321.3457837284111,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1692,Ultramen,3.5,23,316.78278175613997,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1693,Chen Chen’s Nashville Hot Chicken,4.5,65,393.32091874108147,43.639444399999995,-79.42527777777778,204,yelp,restaurant
1694,Fat Pasha,4.0,210,438.68965316870424,43.675791,-79.40698,101,yelp,restaurant
1695,FET ZUN,4.5,39,82.4295621916055,43.675791,-79.40698,101,yelp,restaurant
1696,Chadwick's,4.0,222,467.1817586115731,43.675791,-79.40698,101,yelp,restaurant
1697,The Backyard Smokehouse,4.0,13,81.17886280400836,43.675791,-79.40698,101,yelp,restaurant
1698,Madam Boeuf And Flea,4.5,7,82.4295621916055,43.675791,-79.40698,101,yelp,restaurant
1699,BlueBlood Steakhouse,3.5,165,318.81132902544965,43.675791,-79.40698,101,yelp,restaurant
1700,Playa Cabana,4.0,475,466.49590002928585,43.675791,-79.40698,101,yelp,restaurant
1701,Roti Cuisine of India,4.5,122,157.966476376509,43.675791,-79.40698,101,yelp,restaurant
1702,Casa Loma,3.5,356,327.5003391621844,43.675791,-79.40698,101,yelp,restaurant
1703,Flor de Sal,4.0,49,196.07325457939586,43.675791,-79.40698,101,yelp,restaurant
1704,Schmaltz Appetizing,4.0,69,438.68965316870424,43.675791,-79.40698,101,yelp,restaurant
1705,Pisac Peruvian Bistro,4.5,29,708.8469780358627,43.675791,-79.40698,101,yelp,restaurant
1706,Martino's Pizza & Asian Fusion Kitchen,4.0,45,269.4178707629728,43.675791,-79.40698,101,yelp,restaurant
1707,Detroit Pizzeria,4.5,20,656.002727479066,43.675791,-79.40698,101,yelp,restaurant
1708,Osteria Giulia,4.5,38,851.7661991817945,43.675791,-79.40698,101,yelp,restaurant
1709,The Pour House Pub And Kitchen,3.0,133,247.95532810726024,43.675791,-79.40698,101,yelp,restaurant
1710,Fieramosca,4.5,114,1040.5306999465774,43.675791,-79.40698,101,yelp,restaurant
1711,Scaramouche Restaurant Pasta Bar & Grill,4.5,339,852.2335564276898,43.675791,-79.40698,101,yelp,restaurant
1712,First and Last,4.0,16,262.5856216392029,43.675791,-79.40698,101,yelp,restaurant
1713,Joso's,4.5,173,879.8602019839064,43.675791,-79.40698,101,yelp,restaurant
1714,Chadwick's,4.0,222,259.7344784712377,43.675556,-79.410278,94,yelp,restaurant
1715,Fat Pasha,4.0,210,223.02890884326075,43.675556,-79.410278,94,yelp,restaurant
1716,FET ZUN,4.5,39,317.56517827828554,43.675556,-79.410278,94,yelp,restaurant
1717,The Backyard Smokehouse,4.0,13,287.5744919532615,43.675556,-79.410278,94,yelp,restaurant
1718,Roti Cuisine of India,4.5,122,174.23382163899169,43.675556,-79.410278,94,yelp,restaurant
1719,Flor de Sal,4.0,49,341.64723227715604,43.675556,-79.410278,94,yelp,restaurant
1720,Playa Cabana,4.0,475,732.7253050064676,43.675556,-79.410278,94,yelp,restaurant
1721,El Pocho Antojitos Bar,4.5,84,704.7698835189345,43.675556,-79.410278,94,yelp,restaurant
1722,Madam Boeuf And Flea,4.5,7,317.56517827828554,43.675556,-79.410278,94,yelp,restaurant
1723,Annex Social,4.0,5,474.54494600163827,43.675556,-79.410278,94,yelp,restaurant
1724,BlueBlood Steakhouse,3.5,165,283.9232549091446,43.675556,-79.410278,94,yelp,restaurant
1725,Schmaltz Appetizing,4.0,69,223.02890884326075,43.675556,-79.410278,94,yelp,restaurant
1726,Casa Loma,3.5,356,295.4705979870929,43.675556,-79.410278,94,yelp,restaurant
1727,Detroit Pizzeria,4.5,20,422.6248701344599,43.675556,-79.410278,94,yelp,restaurant
1728,Napoli Centrale,4.5,64,705.5306866529055,43.675556,-79.410278,94,yelp,restaurant
1729,Gordo EX Cafe,3.5,45,492.25800304541445,43.675556,-79.410278,94,yelp,restaurant
1730,First and Last,4.0,16,148.8798204117993,43.675556,-79.410278,94,yelp,restaurant
1731,Papamio's,5.0,12,828.5055949539621,43.675556,-79.410278,94,yelp,restaurant
1732,Kiyo,4.5,36,808.9566586470393,43.675556,-79.410278,94,yelp,restaurant
1733,Martino's Pizza & Asian Fusion Kitchen,4.0,45,533.5114269104505,43.675556,-79.410278,94,yelp,restaurant
1734,Chadwick's,4.0,222,251.09213911317937,43.674444,-79.414722,157,yelp,restaurant
1735,Fat Pasha,4.0,210,250.07741597190883,43.674444,-79.414722,157,yelp,restaurant
1736,El Pocho Antojitos Bar,4.5,84,544.1592811534834,43.674444,-79.414722,157,yelp,restaurant
1737,Annex Social,4.0,5,219.97094294985467,43.674444,-79.414722,157,yelp,restaurant
1738,FET ZUN,4.5,39,677.7482454334793,43.674444,-79.414722,157,yelp,restaurant
1739,Papamio's,5.0,12,460.59074929710846,43.674444,-79.414722,157,yelp,restaurant
1740,Detroit Pizzeria,4.5,20,166.8922310726389,43.674444,-79.414722,157,yelp,restaurant
1741,Napoli Centrale,4.5,64,565.468370668471,43.674444,-79.414722,157,yelp,restaurant
1742,Schmaltz Appetizing,4.0,69,250.07741597190883,43.674444,-79.414722,157,yelp,restaurant
1743,Roti Cuisine of India,4.5,122,511.32335599271426,43.674444,-79.414722,157,yelp,restaurant
1744,The Backyard Smokehouse,4.0,13,643.8935447633663,43.674444,-79.414722,157,yelp,restaurant
1745,Gordo EX Cafe,3.5,45,248.17427299382086,43.674444,-79.414722,157,yelp,restaurant
1746,Kiyo,4.5,36,718.2089967878258,43.674444,-79.414722,157,yelp,restaurant
1747,Vesta Lunch,3.0,61,132.53100313825027,43.674444,-79.414722,157,yelp,restaurant
1748,Flor de Sal,4.0,49,707.2675908255574,43.674444,-79.414722,157,yelp,restaurant
1749,Madam Boeuf And Flea,4.5,7,677.7482454334793,43.674444,-79.414722,157,yelp,restaurant
1750,Maison T,5.0,15,1030.2552441633661,43.674444,-79.414722,157,yelp,restaurant
1751,KOS Cafe and Restaurant,3.5,35,246.7654700706748,43.674444,-79.414722,157,yelp,restaurant
1752,BlueBlood Steakhouse,3.5,165,582.929637072679,43.674444,-79.414722,157,yelp,restaurant
1753,Insomnia Restaurant & Lounge,4.0,1018,989.5566705726669,43.674444,-79.414722,157,yelp,restaurant
1754,Fat Pasha,4.0,210,377.3028088365587,43.671513,-79.40831700000001,263,yelp,restaurant
1755,Chadwick's,4.0,222,362.90030611311863,43.671513,-79.40831700000001,263,yelp,restaurant
1756,Insomnia Restaurant & Lounge,4.0,1018,654.0634123304816,43.671513,-79.40831700000001,263,yelp,restaurant
1757,FET ZUN,4.5,39,439.2223097516119,43.671513,-79.40831700000001,263,yelp,restaurant
1758,El Pocho Antojitos Bar,4.5,84,460.62102472748063,43.671513,-79.40831700000001,263,yelp,restaurant
1759,Rasa,4.5,330,1032.6457709479862,43.671513,-79.40831700000001,263,yelp,restaurant
1760,LA LA Bakeshop,4.5,36,613.8367582386472,43.671513,-79.40831700000001,263,yelp,restaurant
1761,Napoli Centrale,4.5,64,435.3464025840019,43.671513,-79.40831700000001,263,yelp,restaurant
1762,Zaad,4.5,60,610.1869398218324,43.671513,-79.40831700000001,263,yelp,restaurant
1763,Schmaltz Appetizing,4.0,69,377.3028088365587,43.671513,-79.40831700000001,263,yelp,restaurant
1764,Indian Desire,4.5,17,631.8784461748093,43.671513,-79.40831700000001,263,yelp,restaurant
1765,The Backyard Smokehouse,4.0,13,415.6103139437865,43.671513,-79.40831700000001,263,yelp,restaurant
1766,Fieramosca,4.5,114,909.6626211839106,43.671513,-79.40831700000001,263,yelp,restaurant
1767,Roti Cuisine of India,4.5,122,365.1688405759568,43.671513,-79.40831700000001,263,yelp,restaurant
1768,Sushi Maido Japanese Restaurant,4.0,77,598.7727738978041,43.671513,-79.40831700000001,263,yelp,restaurant
1769,Jjin Toast,5.0,23,731.8300756399392,43.671513,-79.40831700000001,263,yelp,restaurant
1770,Guksu,5.0,2,1010.6491614332765,43.671513,-79.40831700000001,263,yelp,restaurant
1771,Madam Boeuf And Flea,4.5,7,439.2223097516119,43.671513,-79.40831700000001,263,yelp,restaurant
1772,Detroit Pizzeria,4.5,20,498.4825798751388,43.671513,-79.40831700000001,263,yelp,restaurant
1773,Playa Cabana,4.0,475,757.2111157031457,43.671513,-79.40831700000001,263,yelp,restaurant
1774,Papyrus,5.0,52,418.20080419410556,43.6783213,-79.35821999999999,113,yelp,restaurant
1775,El Charro,4.0,89,145.50909239266988,43.6783213,-79.35821999999999,113,yelp,restaurant
1776,Sidebar,4.0,24,232.75783578968378,43.6783213,-79.35821999999999,113,yelp,restaurant
1777,Chiang Mai Thai Kitchen,4.5,24,443.96460435355345,43.6783213,-79.35821999999999,113,yelp,restaurant
1778,Pantheon Restaurant,4.0,350,561.2060379100993,43.6783213,-79.35821999999999,113,yelp,restaurant
1779,Judaline,5.0,5,187.5462853384169,43.6783213,-79.35821999999999,113,yelp,restaurant
1780,RYUS Noodle Bar,4.0,392,151.17647131245272,43.6783213,-79.35821999999999,113,yelp,restaurant
1781,Allen's,3.0,213,223.41711985773588,43.6783213,-79.35821999999999,113,yelp,restaurant
1782,Stock In Trade,4.5,31,382.7834513385246,43.6783213,-79.35821999999999,113,yelp,restaurant
1783,Mezes,4.0,264,641.461359424415,43.6783213,-79.35821999999999,113,yelp,restaurant
1784,Herby Restaurant,4.5,36,555.5695107410342,43.6783213,-79.35821999999999,113,yelp,restaurant
1785,Factory Girl,3.5,117,253.39267404875815,43.6783213,-79.35821999999999,113,yelp,restaurant
1786,Momo Hut & Gardens,4.5,124,562.6358794208678,43.6783213,-79.35821999999999,113,yelp,restaurant
1787,Tapas at Embrujo,3.5,101,241.50883669368267,43.6783213,-79.35821999999999,113,yelp,restaurant
1788,The Peoples Caribbean Dutchpot,3.5,26,263.7242177447702,43.6783213,-79.35821999999999,113,yelp,restaurant
1789,The Broadview Diner,3.5,6,252.80911528852434,43.6783213,-79.35821999999999,113,yelp,restaurant
1790,Off The Hook Fishbar,3.5,170,268.2256220378467,43.6783213,-79.35821999999999,113,yelp,restaurant
1791,Ramen Buta-Nibo,4.5,22,849.1618373354268,43.6783213,-79.35821999999999,113,yelp,restaurant
1792,7 Numbers Danforth,3.5,109,382.4663571655971,43.6783213,-79.35821999999999,113,yelp,restaurant
1793,Sher-E-Punjab,4.0,97,444.0340655866931,43.6783213,-79.35821999999999,113,yelp,restaurant
1794,Gianni's,4.5,3,820.3035448452281,43.6848652,-79.356602,134,yelp,restaurant
1795,Cafe Belong,3.0,106,686.0445002400098,43.6848652,-79.356602,134,yelp,restaurant
1796,Steady's Jamaican Home Cooking,4.5,24,796.4285721263713,43.6848652,-79.356602,134,yelp,restaurant
1797,Ramen Buta-Nibo,4.5,22,1031.48634026098,43.6848652,-79.356602,134,yelp,restaurant
1798,Hanamaru,4.5,24,762.3151293346485,43.6848652,-79.356602,134,yelp,restaurant
1799,RYUS Noodle Bar,4.0,392,885.0007633185986,43.6848652,-79.356602,134,yelp,restaurant
1800,Pape Village,4.5,24,708.067770326667,43.6848652,-79.356602,134,yelp,restaurant
1801,Pantheon Restaurant,4.0,350,924.4573835951365,43.6848652,-79.356602,134,yelp,restaurant
1802,Simone's Caribbean Restaurant,4.5,146,1054.8016922025547,43.6848652,-79.356602,134,yelp,restaurant
1803,The Broadview Diner,3.5,6,991.4723967697051,43.6848652,-79.356602,134,yelp,restaurant
1804,Mezes,4.0,264,905.7503000323863,43.6848652,-79.356602,134,yelp,restaurant
1805,Papyrus,5.0,52,899.8928079754581,43.6848652,-79.356602,134,yelp,restaurant
1806,El Charro,4.0,89,880.1918407688844,43.6848652,-79.356602,134,yelp,restaurant
1807,Chiang Mai Thai Kitchen,4.5,24,906.477631098092,43.6848652,-79.356602,134,yelp,restaurant
1808,Stock In Trade,4.5,31,905.4158146579958,43.6848652,-79.356602,134,yelp,restaurant
1809,Tacos Moras,5.0,2,1023.5489448435186,43.6848652,-79.356602,134,yelp,restaurant
1810,Souv Like,4.5,87,1085.0439582955262,43.6848652,-79.356602,134,yelp,restaurant
1811,Momo Hut & Gardens,4.5,124,936.2458064888962,43.6848652,-79.356602,134,yelp,restaurant
1812,Herby Restaurant,4.5,36,929.2815725811911,43.6848652,-79.356602,134,yelp,restaurant
1813,Shawarma Frenzy,4.5,49,752.2339326137019,43.6848652,-79.356602,134,yelp,restaurant
1814,Gianni's,4.5,3,46.12452200121601,43.68395,-79.34704599999999,173,yelp,restaurant
1815,Hanamaru,4.5,24,34.595055341235344,43.68395,-79.34704599999999,173,yelp,restaurant
1816,Steady's Jamaican Home Cooking,4.5,24,22.55021002220956,43.68395,-79.34704599999999,173,yelp,restaurant
1817,Trattoria Di Parma,4.5,9,670.2736540715248,43.68395,-79.34704599999999,173,yelp,restaurant
1818,Ramen Buta-Nibo,4.5,22,639.8295319210488,43.68395,-79.34704599999999,173,yelp,restaurant
1819,Simone's Caribbean Restaurant,4.5,146,575.7968054273381,43.68395,-79.34704599999999,173,yelp,restaurant
1820,California Restaurant,5.0,1,217.18227508546124,43.68395,-79.34704599999999,173,yelp,restaurant
1821,Mezes,4.0,264,695.481058303127,43.68395,-79.34704599999999,173,yelp,restaurant
1822,Pape Village,4.5,24,316.64998735168797,43.68395,-79.34704599999999,173,yelp,restaurant
1823,Tzatziki,2.5,87,29.7187577067617,43.68395,-79.34704599999999,173,yelp,restaurant
1824,Athens Restaurant,4.0,91,619.4289753078068,43.68395,-79.34704599999999,173,yelp,restaurant
1825,Souv Like,4.5,87,514.2368676318536,43.68395,-79.34704599999999,173,yelp,restaurant
1826,Galata Restaurant,5.0,12,800.3872510229596,43.68395,-79.34704599999999,173,yelp,restaurant
1827,El Venezolano,4.0,28,660.2476535344622,43.68395,-79.34704599999999,173,yelp,restaurant
1828,Chachu's,4.5,3,800.7100227344534,43.68395,-79.34704599999999,173,yelp,restaurant
1829,Pantheon Restaurant,4.0,350,798.7275068511855,43.68395,-79.34704599999999,173,yelp,restaurant
1830,kings drive in,3.5,35,169.22964035665007,43.68395,-79.34704599999999,173,yelp,restaurant
1831,Shawarma Frenzy,4.5,49,463.3970740655408,43.68395,-79.34704599999999,173,yelp,restaurant
1832,Barcelona Gourmet,4.5,6,662.2975254662225,43.68395,-79.34704599999999,173,yelp,restaurant
1833,Ritz Restaurant,4.0,38,952.8179181702191,43.68395,-79.34704599999999,173,yelp,restaurant
1834,Gianni's,4.5,3,856.6917573407509,43.690537,-79.341307,68,yelp,restaurant
1835,Ritz Restaurant,4.0,38,169.38784791478074,43.690537,-79.341307,68,yelp,restaurant
1836,Steady's Jamaican Home Cooking,4.5,24,850.1703905074285,43.690537,-79.341307,68,yelp,restaurant
1837,Hanamaru,4.5,24,842.7342337149538,43.690537,-79.341307,68,yelp,restaurant
1838,Captain John Donlands Fish and Chips,4.0,21,321.17117230392404,43.690537,-79.341307,68,yelp,restaurant
1839,Pape Village,4.5,24,698.2995933659325,43.690537,-79.341307,68,yelp,restaurant
1840,Donlands Garden Chinese Restaurant,4.0,18,325.87949595706885,43.690537,-79.341307,68,yelp,restaurant
1841,Karlovo,4.5,2,634.0496697872279,43.690537,-79.341307,68,yelp,restaurant
1842,Shawarma Frenzy,4.5,49,629.9556514453473,43.690537,-79.341307,68,yelp,restaurant
1843,The Wally Tap & Grill,3.0,28,504.51889967832875,43.690537,-79.341307,68,yelp,restaurant
1844,The Greek Grill,4.0,86,786.6021015631937,43.690537,-79.341307,68,yelp,restaurant
1845,Sala Modern Thai Kitchen & Bar,4.5,199,1274.2038850985043,43.690537,-79.341307,68,yelp,restaurant
1846,Pho Challenge,3.5,35,607.9199569998326,43.690537,-79.341307,68,yelp,restaurant
1847,Morgan's On the Danforth,4.0,103,1306.6660616987683,43.690537,-79.341307,68,yelp,restaurant
1848,North of Brooklyn Pizzeria,4.5,17,1207.8204670712682,43.690537,-79.341307,68,yelp,restaurant
1849,La Grotta Pizzeria,3.5,27,650.6325729600904,43.690537,-79.341307,68,yelp,restaurant
